"Origin ID","Name","Alternative Name","ITI Number","Category","Source","Date","Palette","Threadcount","Notes","Origin URL"
"10529","Loch Creran (District)","","10529","District","MacArthur-Fox, Jeffrey","March 21st 2011","Y#E8C000; DG#003820; NB#003C64; R#C80000; LSB#98C8E8;","NB/6 R10 LSB4 DG6 R58 NB16 R12 DG16 Y4 DG16 R/12","A new design for the Loch Creran area, based on a combination of established tartans from Oban and Appin. The is available for individuals to choose to wear but may not be used commercially without the permission of the designer. A woven sample of this tartan has been received by the Scottish Register of Tartans for permanent preservation in the National Records of Scotland.","http://www.tartansauthority.com/tartan-ferret/display/10529/"
"10530","Hackett (Personal)","","10530","","Hackett, William","5th Dec. 2012","WW#FCFCFC; LG#289C18; K#101010; R#C80000; G#006818;","LG/4 G4 WW10 G40 R8 WW8 K/40","Designed by William Hackett Esq FSAScot, Scottish Armiger, using white and green to reflect his armigerous livery of Vert and Argent. White and green are also the livery of the Military and Hospitaller Order of St Lazarus of Jerusalem, of which the designer is a Serving Brother and Member of Merit. The black, red and white reflect the Most Venerable Order of the Hospital of St John of Jerusalem and the Gallantry Medal for Saving Life awarded to the designer by the Order, with Life Membership of the Gallantry Medallist League. The red stripe on white reflects his service with the London Fire Brigade, his Freedom of the City of London and his position as Freeman of the Worshipful Company of Firefighters. Only to be worn by the designer and members of his immediate family, or with permission of designer or his descendants.","http://www.tartansauthority.com/tartan-ferret/display/10530/"
"10531","Hier (Personal)","","10531","Personal","Hier, Mike","12th Dec. 2011","A#5C8CA8; YY#FCCC00; G#006818; DB#202060; WW#FCFCFC; R#C80000; DR#880000;","WW/2 DR10 R2 G4 DB48 YY4 A/116","The present generation of the Hier family, children and grandchildren, are all Scots, and some family members have represented their country at sport. The wedding of the designer's youngest daughter in 2012 has prompted the design of a family tartan. The colours represent those seen at the family home in Kilcreggan - in the sky, on the sea, on the hills, and in the garden illuminated by the sun. Created using the Scottish Tartans Authority Croftweaver design software. Created solely for the use of the immediate family of the designer, Michael Hier.","http://www.tartansauthority.com/tartan-ferret/display/10531/"
"10532","Clyde (Personal)","","10532","Personal","Clyde, Lisa","15th Nov. 2011","WW#FCFCFC; K#101010; LRB#1474B4; G#006818; SCR#C8002C;","SCR/64 K30 G30 LRB18 WW4 LRB2 WW/3","Created for the designer's grandfather, father and brother, who are fiercely proud of their Clyde name and its history but who have no tartan to call their own.","http://www.tartansauthority.com/tartan-ferret/display/10532/"
"10533","Puxty-Dunne (Personal)","","10533","Personal","Dunne, Kathryn","20th Nov. 2011","DN#5C5C5C; K#101010; R#C80000; G#006818; W#E0E0E0;","DN/36 W4 K2 W8 G26 DN80 R/4","Designed to celebrate the designer's wedding. The colours chosen signify the couple's occupations within healthcare (red), previous employment with the army (green), and experience with silversmithing (grey).","http://www.tartansauthority.com/tartan-ferret/display/10533/"
"10534","Orr, Gerald William (Personal)","","10534","American; Personal","Orr, John","29th Dec. 2011","DN#5C5C5C; GO#BC8C00; K#101010; R#C80000; W#E0E0E0;","DN/8 GO4 DN4 K10 DN8 K8 DN16 K12 DN4 R64 DN4 W/8","Designed for the family of LTC Gerald W Orr Sr, US Army (retired) and his descendants. LTC Orr was born and raised in San Francisco. This tartan is only to be used by LTC Gerald W Orr Sr, his immediate family and descendants. Written permission should be sought for anyone else to wear or use it.","http://www.tartansauthority.com/tartan-ferret/display/10534/"
"10535","Barber Family (Personal)","","10535","Personal","Barber, David","19th Dec 2011","YY#FCCC00; R#C80000; B#2C2C80; G#006818;","B/32 R2 G60 YY/60","Created solely for the use of the immediate family of the designer, David Barber. Created to capture the ancient hunting tradition for the designer's son, Macallan S K Barber. (sic). Registrant details:","http://www.tartansauthority.com/tartan-ferret/display/10535/"
"10536","Hororata (District)","","10536","District; New; Zealand","Wilton, Brian","10th June 2011","YY#FCCC00; G#006818; K#101010; DB#202060; WW#FCFCFC; R#C80000;","WW/2 K6 G24 YY2 DB4 YY2 G24 K12 DB60 K2 R/4","Based on the MacKenzie clan tartan after the colourful 19th century New Zealand folk hero James MacKenzie. Hororata is Maori for 'drooping rata' - the Rata tree that produces masses of bright red flowers giving it the name 'South Island Christmas tree'. Together with red for the Rata, the black and white complete the colours of the Maori flag. White is also for the distant snow-capped mountains, green for the fertile Canterbury Plains, and blue for the major rivers flowing into the Pacific. Finally, the black and yellow are the traditional town colours of Hororata. This tartan was first introduced to celebrate the inaugural Hororata Highland Games in the aftermath of the 2011 earthquake that devastated Christchurch and destroyed many important buildings in the tiny town of Hororata. The design and the first 30 metres of cloth was donated by the Scottish Tartans Authority and Andrew Elliot weavers of Selkirk. The official registration was donated by National Records of Scotland.","http://www.tartansauthority.com/tartan-ferret/display/10536/"
"10537","New York Tartan Day Parade (Corp.)","","10537","American; Corporate","Wilton, Brian","November 2011","DN#5C5C5C; LG#289C18; DB#202060; O#D87C00; R#C80000; W#E0E0E0;","W4 DB4 W2 DB112 O2 DB8 R8 DB2 LG4 DB2 R16 DB2 DN4 DB2 DN4 DB2 DN4 DB2 DN4 DB2 DN4 DB2 DN4 DB2 R16 DB2 LG4 DB2 R8 DB8 O2 DB56 W2 DB4","The centrepiece of this vibrant tartan is the Avenue of the Americas - Sixth Avenue, Manhattan, host to the annual Tartan Day Parade in America's largest city. The six-lane avenue is bordered by green for the city's many trees and parks and the white lines on maritime blue represent the three organisations who inaugurated the parade, the St. Andrew's Society of New York State, the Caledonian Club of New York and the American Scottish Foundation founded in 1756, 1856 and 1956 - the numeral coincidence of 56 being recorded in threads in the small blue square.. Finally, the colours of three important flags are represented in the design - the blue, white and orange of New York city's own flag, the red, white and blue of the Star Spangled Banner and the blue and white of the Scottish Saltire. The design was initiated and donated by the Scottish Tartans Authority in appreciation of the long-serving volunteers who make this annual event possible. The registration and the first 30 metres of tartan was kindly donated by the National Records of Scotland (Scottish Register of Tartans).","http://www.tartansauthority.com/tartan-ferret/display/10537/"
"10539","Kimon Andreou Family (Personal)","","10539","Personal","Andreou, Kimon Alexander","11th Nov. 2011","WW#FCFCFC; K#101010; R#C80000; LRB#1474B4;","K/8 R2 LRB80 WW/80","The tartan has been created for the Andreou family, members of which have studied and lived in Scotland and who all have a deep respect for the traditions of the country. This tartan can be be worn/used by all documented descendants of the registrant's father Evangelos Andreou (born 1929 Athens, Greece) son of Kimon Andreou (born c1885 Cairo, Egypt). Authorization to wear/use must be explicitly given by the head of the family or his authorised representative.","http://www.tartansauthority.com/tartan-ferret/display/10539/"
"10540","Beguinot, (Personal)","Bguinot, Stphane (Personal)l)","10540","French; Personal","Bguinot, Stphanene","26/12/2011","LG#289C18; LRB#1474B4; G#006818; WW#FCFCFC; R#C80000; DY#E8C000;","LRB24 G8 R4 DY6 LG8 G8 R40 WW8 R28 G8 LG8 DY6 R4 G8 LRB24 DY4 LRB16 DY4","Asymmetric. This asymmetric tartan was created by St?phane B?guinot for his immediate family and his descendants. The design was inspired by the Highlands of Scotland, with the lochs (blue), the forests (bold green), the glens (light green (the designer?s favourite colour), the mountains (brown/red and green), the heather (crimson/red and blue), the patches of mist and ghosts (white) and the paths (yellow). It incorporates colours for France (represented by their flag colours: blue, white and red) and Scotland (represented by its flag colours: blue and white). The red colour represents the berries of the Rowan tree, perhaps providing their mystical protection to the tartan wearer. The colours are also inspired by the escutcheons of Finist?re and Cantal, representing Bretagne and Auvergne, French regions where the designer spent much of his young life and where he has always found similarities with Scotland (countryside, music). May be worn by anyone, provided the wearer maintains high standards of courtesy and behaviour.","http://www.tartansauthority.com/tartan-ferret/display/10540/"
"10541","160th SOAR(A) Night Stalkers (Mil.)","","10541","American; Military","DePartee, CW4 Robert","15/10/2011","GO#BC8C00; WW#FCFCFC; K#101010; LRB#1474B4; G#006818;","K/4 LRB16 K12 G70 K16 GO4 WW4 K4 GO/4","The tartan was designed in recognition of the 30th anniversary of the formation and continued service of the US Army's 160th Special Operations Aviation Regiment (Airborne). The colours used represent the colours found on the unit's ""airborne flash and background trimming"" worn on unit member's uniforms. It is restricted to all members in ""good standing"" past and present of the 160th Special Operations Aviation Regiment. To include the original members of TF158 & TF160 (Night Stalkers) and members of the 160th Special Operations Aviation Group.","http://www.tartansauthority.com/tartan-ferret/display/10541/"
"10542","Nolan (Personal)","","10542","American; Personal","Nolan, John J","09/01/2012","GO#BC8C00; DG#003820; G#006818; ZR#A00000; UT#480800;","ZR/2 GO6 DG84 G38 UT/16","Created for the designer and his immediate family, to reflect their respect for their heritage and their love of Ireland. Permission to weave or use this tartan is required.","http://www.tartansauthority.com/tartan-ferret/display/10542/"
"10543","Palazzo Bloise (Personal)","","10543","Italian; Personal","Bloise, Roberto Palazzo","02/01/2012","B#2C2C80; G#006818; YY#FCCC00; P#780078; W#E0E0E0; DR#880000;","B/74 G54 DR44 W2 P12 YY/10","Created for the designer and his immediate family.","http://www.tartansauthority.com/tartan-ferret/display/10543/"
"10544","Whiskey & Bourbon (Corporate)","","10544","Corporate; Dutch","Crommert, Edgar van de","January 2012","B#2C2C80; LB#2888C4; K#101010; YY#FCCC00; LT#A08858; T#604000; W#E0E0E0;","YY/8 K2 W3 K4 LT3 K2 LB6 K2 LT3 K4 LB3 B44 K4 LT4 K4 T5 LT5 T5 LT6 T5 LT5 T5 K4 T5 YY5 T5 YY6 T5 YY5 T5 K4 W/6","For the production of various kinds of whiskey or bourbon different types of grain or corn are used. These are depicted in the yellow and light brown lines. The brown lines reflect the soil they grow on. Water is another important ingredient in whiskey and bourbon. This ingredient can be found in the blue bands. Third basic ingredient is yeast which is the light brown line enclosed between the fields of grain and corn and the water. The two light brown lines are the barrels that hold to mature the light blue lines, the new spirit. These barrels are layn to rest in the by the Angel's Share - the light blue line next to the water bands - blackened walls of the warehouses, the black lines on both sides of the barrels. The final product is the centre of the image: the white lines reflect the bottle and the yellow line the whiskey or bourbon in it. info@whiskytartan.com","http://www.tartansauthority.com/tartan-ferret/display/10544/"
"10545","Jamaican National (District)","","10545","District; Jamaican","West India Committee","8/11/2011","YY#FCCC00; K#101010; G#006818;","G/10 K4 G48 K16 YY6 K4 YY6 K4 YY/48","The Jamaican Ministry of Culture has authorised the West India Committee to register this national tartan of Jamaica to commemorate the 50th anniversary of Jamaican independence. Tartan symbolises the strong Scottish presence in Jamaica from the 17th to the 19th century, evidenced today by the substantial number of Scottish surnames amongst the Jamaican population. Colours: the green (Buckingham green) and yellow (jonquil) must match the green and yellow in the Jamaican National Flag.","http://www.tartansauthority.com/tartan-ferret/display/10545/"
"10546","Old Aberdeen Diamond Jubilee (Fash)","","10546","Fashion","Philip King Tailoring Ltd","01/01/2012","K#101010; R#C80000; DR#880000;","DR/3 R2 K7 DR3 K3 DR52 R4 K52 DR3 K3 DR3 K7 R2 DR/3","Created for the celebrations to mark the Queen's visit to Old Aberdeen in the year of her Diamond Jubilee, 2012. Permission to weave this tartan should be sought from Philip King Tailoring Ltd. A woven sample of this tartan has been received by the Scottish Register of Tartans for permanent preservation in the National Records of Scotland.","http://www.tartansauthority.com/tartan-ferret/display/10546/"
"10547","Westwater (Personal)","","10547","American; Personal","Westwater, James Andrew","12/01/2012","YY#FCCC00; K#101010; LRB#1474B4;","K/124 LRB66 YY/2","A tartan for the Westwaters, an Edinburgh family that probably originated in west Fife. The design is inspired by the dramatic skies and waters of Fife and Edinburgh, with the golden line representing the family's creativity and kinship through history and around the globe. Colours: black was chosen as a versatile and restrained background colour; balmoral blue is an evocative and harmonious colour that works well with black and conjures up the image of oceans and skies; canary yellow was chosen as a bright highlight to counterpoint and complement the other colours. The arrangement of the fine yellow lines symbolises latitude and longitude, and the threads of family history. Created using the online tartan design software at www.scotweb.co.uk.","http://www.tartansauthority.com/tartan-ferret/display/10547/"
"10548","St. Patrick's Krewe (Corporate)","","10548","American; Corporate","Sullivan, Mark","21st Aug 2009","WW#FCFCFC; DG#003820; B#2C2C80; R#C80000; AY#DC943C;","DG/100 R10 DG16 WW20 DG16 B16 DG16 AY/42","Only members of St Patrick's Krewe may wear/use the tartan - a group that brings together friends, without reference to cultural background. The colours used in the tartan reflect various nations and states: green for Ireland & Wales; white and blue for Scotland; red for the USA and Wales; and gold for Ireland and sunny Florida. The tartan is named for the group members who participate in an event in Tampa called the Gasparilla Pirate Invasion. The groups that march in the parade are called Krewes.","http://www.tartansauthority.com/tartan-ferret/display/10548/"
"10549","Sweetheart (Fashion)","","10549","Fashion","Kinloch Anderson Ltd","29th June 2011","LN#C0C0C0; K#101010; R#C80000; ZR#A00000; DR#880000; CLR#E87878;","R/6 K7 R45 DR14 K10 ZR4 K3 CLR6 K20 DR23 LN5 DR/6","Created as a tribute to Sweetheart Abbey, which is situated in the county of Dumfries and Galloway in the South West of Scotland. Dr Michael Robert Young, who holds the dignity of Baron of New Abbey (or New Abbay), of which Sweetheart Abbey is the caput, commissioned the tartan to recount the story of the Abbey?s origins. The Galloway tartan has been used as the initial starting point of the design because of its direct links with both the location of the Abbey and Lady Dervorguilla, whose father was Lord of Galloway. Colours: the red reflects the embalmed heart of John de Balliol while the silver over-checks represent the elaborate silver and ivory casket. The pink shades recount Lady Dervorguilla?s romantic love for her husband. And the dusty orange appearance of the tartan provides a sense of the striking sandstone walls that confront each visitor to the Abbey.","http://www.tartansauthority.com/tartan-ferret/display/10549/"
"10550","Waters of Georgian Bay (District)","","10550","Canadian; District","Bennet & O'Brian","1st Nov. 2011","DG#003820; B#2C2C80; CW#FCFCFC; CLR#E87878; RB#1C0070;","RB/76 CW6 RB16 B72 DG18 CLR/6","Designed by Peter O'Brian and the Hon Carolyn Bennett for Georgian Bay, Ontario, using the following colours: deep blue for the freshwater sea; softer blue for the Great Lakes sky; pink for the granite rocks; green for the white pines; two white lines for snow and cloud. Woven by Lochcarron of Scotland through Burnett's & Struth Scottish Regalia Ltd., Barrie, Ontario.","http://www.tartansauthority.com/tartan-ferret/display/10550/"
"10551","Diamond Jubilee (Lochcarron) (Comm.)","","10551","Commemorative","Lochcarron of Scotland","19th Jan. 2012","RB#1C0070; LN#C0C0C0; DB#202060; P#780078; W#E0E0E0; GO#BC8C00;","P/92 DB24 GO6 DB6 LN6 P22 RB10 DB4 RB14 W/4","The third commemorative tartan in the Holyrood series from Lochcarron of Scotland, this has been designed in recognition of the Diamond Jubilee of Queen Elizabeth II. The original sett of the Holyrood as designed in 1977 by Mr Alistair Buchan has been recoloured to include silver, gold and diamond white in celebration of the reign of Queen Elizabeth II through several Jubilee years. Sole weaving and marketing rights owned by Lochcarron of Scotland.","http://www.tartansauthority.com/tartan-ferret/display/10551/"
"10553","Bartlett (Personal)","","10553","Personal","Bartlett, Chris","11th March 2011","DN#5C5C5C; K#101010; SCR#C8002C; LT#A08858; N#888888;","K/6 LT6 N4 LT8 K4 LT8 K4 LT60 DN24 N4 DN24 LT80 SCR/8","For the personal use of the designer and his immediate family only.","http://www.tartansauthority.com/tartan-ferret/display/10553/"
"10554","Christmas (Fashion)","","10554","Fashion","Murison-McGowan, Ina","25th Dec. 2011","YY#FCCC00; DG#003820; R#C80000; G#006818;","DG/2 R30 G8 DG34 YY/4","This tartan has been created to commemorate the Christian festival of Christmas, at which the birth of Jesus Christ is celebrated. The word ""Christmas"" does not occur anywhere in the Bible. It is an old English word meaning ""Christ's Mass"" which refers to the celebration of the Lord's Supper, i.e. the Mass. The tartan is inspired by the spirit of Christmas. Colours: green represents Frankincense; red represents Myrrh and yellow represents gold, the colour of kingship. Gold, frankincense and myrrh are the gifts given to the Baby Jesus by the three Kings in the nativity story, each symbolic of Jesus' life and death.","http://www.tartansauthority.com/tartan-ferret/display/10554/"
"10555","Danareth (Corporate)","","10555","Corporate; German","Schneider, Karl-Heinz","16th Jan. 2012","YY#FCCC00; K#101010; DR#880000; G#006818;","K/7 G6 YY3 K12 DR19 K12 G62 K62 G12 DR/7","This tartan was created for Danareth, a fan club of the Scottish hard rock band, Nazareth.","http://www.tartansauthority.com/tartan-ferret/display/10555/"
"10556","Lyon (Personal)","","10556","American; Personal","Lyon, Jeff","30th Jan. 2012","LRB#1474B4; G#006818; NB#003C64; WW#FCFCFC; B#2C2C80; ZR#A00000;","NB/2 LRB16 NB10 WW20 NB8 G10 NB4 ZR4 NB4 G10 NB8 B/60","A new tartan design to celebrate the family's Scottish heritage. The blue and white theme represents Scottish tradition, with green and red added for contrast.","http://www.tartansauthority.com/tartan-ferret/display/10556/"
"10557","French Freemasons' Pride (Fashion)","","10557","Fashion; French","Duclos, Richard","15th Oct. 2011","DN#5C5C5C; LB#2888C4; RB#1C0070; RR#901C38;","DN/4 LB4 DN4 LB41 RR8 RB/128","Created for all French freemasons who wish to honour Scotland and Celtic culture. A woven sample of this tartan has been received by the Scottish Register of Tartans for permanent retention.","http://www.tartansauthority.com/tartan-ferret/display/10557/"
"10558","Sidey Family Tartan (Name)","","10558","Name","Wilton, Brian","9 Oct. 2010","LRB#1474B4; G#006818; K#101010; DB#202060; W#E0E0E0; XR#C80000;","DB/8 W2 K4 DB50 K24 LRB2 K4 G32 K4 XR/2","Dark blue and green are the familiar colours of the famous Black Watch tartan - a familiar regiment to the Sidey family and an integral part of Perthshire's heritage. The two light blue lines and the central orange represent the two sons and the daughter of the Sidey family who originated this tartan for all of the name to wear.","http://www.tartansauthority.com/tartan-ferret/display/10558/"
"10559","Sidey Dress Tartan (Name)","","10559","Name","Wilton, Brian","October 2010","LRB#1474B4; K#101010; DB#202060; O#D87C00; R#C80000; W#E0E0E0;","DB/8 W2 K4 DB50 K24 LRB2 K4 R32 K4 O/2","The dress version of the Sidey Family tartan which was based on the famous Black Watch tartan - a familiar regiment to the Sidey family and an integral part of Perthshire's heritage. The two light blue lines and the central orange represent the two sons and the daughter of the Sidey family who originated this tartan for all of the name to wear.","http://www.tartansauthority.com/tartan-ferret/display/10559/"
"10560","Guzzo Dress (Personal)","","10560","Canadian; Personal","Bunting, Harriet","10th Oct. 2011","AY#DC943C; K#101010; W#E0E0E0;","K/2 AY4 W3 K3 AY5 W20 K2 W/20","For the use of Mr Guzzo of Montreal, Canada and his immediate family. Others may only wear this tartan with Mr Guzzo's specific permission. Mr Guzzo has a long time fascination with all things Scottish and this tartan uses his family colours. This is a check rather than a tartan.","http://www.tartansauthority.com/tartan-ferret/display/10560/"
"10561","Help for Heroes (Corporate)","","10561","Corporate","G B Tailoring Ltd","7th Feb. 2012","LN#C0C0C0; A#5C8CA8; NB#003C64; R#C80000; RB#1C0070;","RB/6 LN12 RB32 NB2 RB8 NB4 RB6 NB6 RB6 NB8 RB4 NB10 RB2 NB20 A50 R/12","The use of the tartan is restricted in line with a legal agreement between Help for Heroes and Lochcarron of Scotland woven by Lochcarron of Scotland. This tartan was inspired by two military tailors and has been produced to raise funds for Help for Heroes. The colours represent the UK Army, Navy and Air Force.","http://www.tartansauthority.com/tartan-ferret/display/10561/"
"10562","Hek (Name)","","10562","Name","Hek, Ronnie","29th March 2011","A#5C8CA8; B#2C2C80; K#101010; YY#FCCC00; P#780078; W#E0E0E0;","B/2 W4 A24 K4 B4 K4 P30 B4 YY/2","Created by Ronnie Hek of Ronnie Hek Ltd for the Hek family. A woven sample of this tartan has been received by the Scottish Register of Tartans for permanent preservation in the National Records of Scotland. The allocated category of 'Name' means that it can be worn by all those of the surname 'Hek'.","http://www.tartansauthority.com/tartan-ferret/display/10562/"
"10563","Aberlour Bicentenary (Commemorative)","","10563","Commemorative","Gillespie, John","1st Dec. 2011","OG#5C6428; GO#BC8C00; B#2C2C80; DP#440044;","OG/16 DP6 OG6 DP6 OG48 GO8 OG6 DP10 OG5 B8 OG5 B46 OG6 DP6 OG/16","Based on the Grant family tartan, this design has been created to commemorate the bicentenary of Aberlour. Aberlour was founded in 1812 by Charles Grant of Elchies who was a leading light of the community. Charles Grant was born in Strondhu, Knockando in 1807 and was headmaster at Aberlour School from 1844 to 1874. Colours: green from the surrounding hills and the Aberlour coat of arms; blue, Scotland?s national colour and reminiscent of the river Spey; gold, the colour of barley and whisky; purple, for heather and the thistle. Woven by Knockando Woolmill.","http://www.tartansauthority.com/tartan-ferret/display/10563/"
"10564","Spirit of Dunkeld (Fashion)","","10564","Fashion","Mitchell & Davie","18th Jan. 2012","AY#DC943C; B#2C2C80; R#C80000; LB#2888C4;","LB/76 R2 LB4 R4 LB4 R12 AY8 R20 B16 LB22 R6 AY/2","Designed by Robert Mitchell and Scott Davie to reflect the spirit of Dunkeld. No further details supplied.","http://www.tartansauthority.com/tartan-ferret/display/10564/"
"10565","Triplett, Jack Arnold","","10565","Name","Triplett, Calvin","2012","A#5C8CA8; XR#C80000; AB#1870A4; WW#FCFCFC;","A/8 XR8 AB40 WW/112","Created for the designer's father, Jack Arnold Triplett. Anyone bearing the name of Triplett may wear the tartan. Count doubled to show sett.","http://www.tartansauthority.com/tartan-ferret/display/10565/"
"10566","O'Doherty (Name)","","10566","Name","Geoffrey (Tailor) Ltd","8th Sept. 2011","K#101010; YY#FCCC00; NB#003C64; HG#285800; W#E0E0E0;","W/4 NB20 HG6 NB4 HG6 K36 HG20 YY2 HG6 YY4 HG4 K4 YY/4","This tartan was created to honour the marriage of Anthony O'Doherty (son of Richard and Patricia O'Doherty) and Evonne Fitzpatrick. The design was created using the MacNeil of Barra in modern colours as a base, with gold tram lines added to signify his Irish heritage. May be worn by any of the name. A woven sample of this tartan has been received by the Scottish Register of Tartans for permanent preservation in the National Records of Scotland.","http://www.tartansauthority.com/tartan-ferret/display/10566/"
"10567","WVU Mountaineer (Corporate)","West Virginia University Mountaineer","10567","American; Corporate","Belcher, Maria","1st March 2011","YY#FCCC00; WW#FCFCFC; NB#003C64;","NB/8 YY18 WW8 NB18 YY36 WW/2","The WVU Mountaineer Tartan may not be woven or produced in any form without written permission from Division of Design & Merchandising of West Virginia University. The design right for the WVU Mountaineer Tartan is held by West Virginia University under the U.S. Copyright Act- 17 U.S.C. Formal registration is pending. Old gold and blue are the official colours of West Virginia University (WVU) selected in 1890 from the West Virginia state seal. The tartan was inspired by an in-class presentation by Collegiate Tartan Apparel to students in the WVU Division of Design & Merchandising, who then mounted a competition to design a tartan which represents the West Virginia University Mountaineers. After a rigorous judging process, the entry submitted by student designer, Maria Belcher, was selected and dubbed the WVU Mountaineer Tartan to capture the strength, loyalty, and exuberance of the Mountaineers.","http://www.tartansauthority.com/tartan-ferret/display/10567/"
"10568","Nike Golf Light (Corporate)","","10568","Corporate","Lochcarron of Scotland","13/02/2012","WW#FCFCFC; DN#5C5C5C; R#C80000; N#888888;","R/10 WW40 N2 WW4 N2 WW4 N4 WW4 N10 DN4 N4 DN4 N4 DN6 N4 DN20 WW/6","The Nike Golf Tartan was produced to respect, reflect, and connect Nike products to the heritage and culture of the game and is for the use of cstomers of Nike Golf, Nike Inc. Woven by Lochcarron of Scotland..","http://www.tartansauthority.com/tartan-ferret/display/10568/"
"10569","Nike Golf Dark (Corporate)","","10569","Corporate","Lochcarron of Scotland","13/02/2012","XR#C80000; DN#5C5C5C; K#101010; WW#FCFCFC; N#888888;","XR/10 K40 DN2 K4 DN2 K4 DN4 K4 DN10 N4 DN4 N4 DN4 N6 DN4 N20 WW/6","The Nike Golf Tartan was produced to respect, reflect, and connect Nike products to the heritage and culture of the game and is for the use of customers of Nike Golf, Nike Inc. Woven by Lochcarron of Scotland.","http://www.tartansauthority.com/tartan-ferret/display/10569/"
"10570","Chambers, Christopher J (Personal)","","10570","Name","Chambers, Christopher J","2012","WW#FCFCFC; A#5C8CA8; K#101010; DR#880000; VG#288028;","K/6 WW14 K2 WW2 VG26 DR2 A/26","Designed to display the Chambers family's Scottish heritage. Colours: red for Welsh lineage; green for Army service and the States of Washington and Idaho; blue and purple for the Masonic memberships of the family; white and brown for Scottish and Mexican heritage. Created using online tartan designer at Scotweb. For the personal use of the designer and his immediate family and anyone else with the same surname who would like to use it for non-commercial personal use.","http://www.tartansauthority.com/tartan-ferret/display/10570/"
"10571","Faskin (Name)","","10571","Name","Faskin, Ewan","20/02/2012","P#780078; K#101010; LB#2888C4; W#E0E0E0; G#006818;","LB/2 P20 K20 G24 K2 G24 LB4 G32 W/2","Created to be a family tartan for the Faskin (Fasken) family in Aberdeenshire. The family name originates from Farskane near Cullen in Banffshire and Faskins have been resident in Aberdeenshire for 400 years. This tartan is primarily for the use of the designer's immediate family, but is also available for others to use in any way they choose. The colours were chosen to represent the Aberdeenshire and Banffshire countryside. Designed online using the Croftweaver software at www.tartansauthority.com. Anyone may have the tartan woven and it?s use should not be restricted.","http://www.tartansauthority.com/tartan-ferret/display/10571/"
"10572","Stutterheim (Corporate)","","10572","Corporate; Swedish","Broberg, G","28th Feb. 2012","YY#FCCC00; K#101010; B#2C2C80;","K/4 YY18 B44 K3 YY10 K/4","For use by customers of Stutterheim. Weaving controlled by Alexander Stutterheim or G Broberg. Created for Stutterheim who manufacture rainwear. 'Swedish melancholy at its driest'. In order to celebrate the Swedish melancholy and the creativity often followed in its footsteps, the Stutterheim Tartan wants to inspire people to enjoy life even when the inner and outer demons are chasing you. After all, looking good in the rain is the first step towards feeling happy in the sun.","http://www.tartansauthority.com/tartan-ferret/display/10572/"
"10573","Allen - 2012 (Personal)","","10573","Personal","Allen, Jerry M P","12/02/2012","DN#5C5C5C; LSB#98C8E8; T#604000; GO#BC8C00; DT#441800; DR#880000;","DT/32 DR4 DT6 DR8 DT4 DN24 T36 LSB4 T36 DN24 DT24 GO4 DR4 GO/4","A more muted 'hunting' version of the Allen - Northumbrian tartan (STR #4943). Created from a combination of elements of the designer and his wife's tartans.","http://www.tartansauthority.com/tartan-ferret/display/10573/"
"10574","Iroquois Falls Centenary (Commem.)","","10574","Canadian; Commemorative","Chircoski, C?t? & Deneault","24/01/2012","LG#289C18; LB#2888C4; G#006818; DB#202060; T#604000; W#E0E0E0;","DB/12 LB12 W2 T6 W2 T6 LG12 G/36","Designed by Marilyn Chircoski, Fran C?t? and Helen Deneault. The Iroquois Falls Centenary tartan was designed in 2012 to commemorate the founding of the community of Iroquois Falls, located in the Boreal Forest of Northern Ontario, Canada. Nature surrounds this community and the colours chosen for the tartan reflect this. The two shades of green represent the trees of the Boreal Forest, the two shades of blue are for our northern skies and our many lakes, the white is for our winter snow and the brown is for our claybelt agricultural soil. Weavers or users of this tartan should have a connection to the community of Iroquois Falls, Northeastern Ontario, Canada, through family, friends or work.","http://www.tartansauthority.com/tartan-ferret/display/10574/"
"10575","Inchforth (Personal)","","10575","Personal","Menzies, Gary","26/02/2012","DN#5C5C5C; DG#003820; WW#FCFCFC; G#006818; N#888888;","N/8 DG4 N14 DN60 N16 DN14 G10 DG2 WW/4","This tartan has been designed to commemorate the Henson/Menzies wedding of 2nd June 2012. The groom has elected for a fresh and contemporary tartan design to have woven and manufactured as a kilt as part of his wedding attire. The selected colours compliment the colour scheme of the day with the shamrock colour (and other greens) being incorporated to give reference to the bride's Irish heritage. The wedding ceremony takes place on Inchcolm Island in the Firth of Forth which is the rationale behind the Inchforth name. The groom has also recently established a Ltd company in the name of Inchforth Ltd and so this tartan may also have future corporate use.","http://www.tartansauthority.com/tartan-ferret/display/10575/"
