"Source", "Source ID", "Type", "Category", "Name", "Threadcount" 
"House of Tartan", "10681", "STA P", "Fashion", "Spirit of South Korea", "K=101010BLACK;W=FFFFFFWHITE;R=DF0004RED;B=364A85BLUE; K/4W16R24B24W2R4W2B4W48K8W4K8W/16"
"House of Tartan", "7507", "STA P", "District", "Spirit of South Lanarkshire", "R=C80000RED;B=2C2C80BLUE;G=006818GREEN;GO=BC8C00DARK GOLD;LSB=4880A8LIGHT SKY;K=101010BLACK;LG=289C18LIGHT GREEN;BN=344054BLUE GREY; GO/2BN70R2K16LSB24LG4LSB/26"
"House of Tartan", "6495", "STA R", "Fancy", "Spirit of Wales", "BN=14283CBLUE GREY;K=101010BLACK;P=780078PURPLE;DP=440044DARK PURPLE;DB=202060DARK BLUE;NB=003C64NAVY BLUE;W=E0E0E0WHITE;PB=9058D8LAVENDER;LP=B468ACMAUVE; W4DB48K4BN2DB4BN2K4BN44P4BN8P4BN44K4BN2DB4BN2K4DB48"
"House of Tartan", "7256", "STA P", "Corporate", "Spirit of West Lothian", "NB=003C64NAVY BLUE;P=780078PURPLE;G=006818GREEN;W=E0E0E0WHITE;K=101010BLACK; NB/96P4NB10P4NB14G4W6G10K8W2G/52"
"House of Tartan", "5899", "STA R", "District", "St Andrews", "AB=1870A4ANC BLUE;DG=003820DARK GREEN;W=E0E0E0WHITE;NB=003C64NAVY BLUE;RB=1C0070ROYAL BLUE;DY=E8C000GOLD;G=006818GREEN;BN=14283CBLUE GREY; RB96W6RB8W6RB6AB32G4AB10G6AB8G8AB6G10DY4G10AB6G8AB8G6AB10G4AB32RB6W6RB8W6"
"House of Tartan", "45", "STA P", "District", "St Andrews Dress, Earl of..", "A=5C8CA8AZURE;B=2C2C80BLUE;DB=202060DARK BLUE;LV=C49CD8LGT VIOLET;W=E0E0E0WHITE; B/14LV4DB4W8B38A38W/56"
"House of Tartan", "85", "STA P", "family", "St Andrews Earl of Royal", "B=2C2C80BLUE;AB=2888C4LIGHT BLUE;W=E0E0E0WHITE; AB/104B56W6B4W4B/20"
"House of Tartan", "10643", "STA P", "Corporate", "St Andrews Golf Club", "B=5C8898BALMORAL BLUE;R=EC5C28RED;W=E0E0D8M WHITE;G=40584CLOVAT GREEN;K=000000BLACK;DB=141C50OXFORD BLUE, R/4G12B4G20K4G4K36DB48W/4"
"House of Tartan", "2391", "STA R", "Corporate", "St Andrews Links", "G=006818GREEN;RB=1C0070ROYAL BLUE;DG=003820DARK GREEN;DR=880000DARK RED;MY=D09800M YELLOW;K=101010BLACK;BN=14283CBLUE GREY; BN32G8BN6G6MY4G48DR4G48MY4G6BN6G8"
"House of Tartan", "10506", "STA P", "Corporate", "St Andrews Links Dress", "W=FFFFFFWHITE; P=551A8BPURPLE; LR=CD5555LIGHT RED (PINK); OW=FDF5E6CREAM; LP=8968CDLIGHT PURPLE; W/4P48LR4P4OW6LP8OW/60"
"House of Tartan", "2332", "STA P", "Corporate", "St Andrews Old Course Hotel", "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN; B/10T4B4K6B40G/100"
"House of Tartan", "2398", "STA P", "Corporate", "St Andrews University", "K=101010BLACK;B=2C2C80BLUE;DB=202060DARK BLUE;G=006818GREEN;Y=E8C000YELLOW; DB/6G4K6G6DB36Y10K4Y6DB4K/6"
"House of Tartan", "5779", "STA R", "District", "St Anne de Portneuf Canadian", "LB=2888C4LIGHT BLUE;DT=441800DARK BROWN;HG=285800HUNTING GREEN;Y=E8C000YELLOW;R=C80000RED;T=604000BROWN;DB=202060DARK BLUE;LT=A08858LIGHT BROWN;W=E0E0E0WHITE;O=D87C00ORANGE; O4W6LT14DB2T8R4Y12HG4W2LT4DB12DT4R8Y2HG14W6LB4"
"House of Tartan", "2383", "STA P", "District", "St Columba", "AA=789484ANC AZURE;CW=FCFCFCCLEAR;DB=202060DARK BLUE;DN=5C5C5CDARK GREY;G=006818GREEN;LT=A08858LIGHT BROWN;P=780078PURPLE; DB/40AA2CW2LT6G28DN8AA2P/8"
"House of Tartan", "387", "STA P", "Check", "St Giles", "B=2C2C80BLUE;N=888888GREY;P=780078PURPLE;W=E0E0E0WHITE; B/6N2W2N50W2N2P/6"
"House of Tartan", "2425", "STA R", "Sport", "St Johnstone F.C. Corporate", "K=101010BLACK;LN=C0C0C0LIGHT GRAY;MY=D09800M YELLOW;RB=1C0070ROYAL BLUE;B=2C2C80BLUE; K24LN12K32B28MY8B28LN4B28MY8B28K32LN12"
"House of Tartan", "1189", "STA P", "District", "St Kilda", "K=101010BLACK;R=C80000RED; K/24R/6"
"House of Tartan", "1030", "STA P", "District", "St Lawrence", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;LB=2888C4LIGHT BLUE;R=C80000RED; K/6B4G4B52LB2B2LB2B2LB2B2LB6A4K20B6G28K6R/6"
"House of Tartan", "945", "STA P", "Fancy", "St Patrick Trade or", "G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; G/8W26G6W8G6W6G80W6G4Y/8"
"House of Tartan", "1618", "STA P", "District", "St Piran Cornish Flag", "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE; R/4K2W20K40W/10"
"House of Tartan", "1685", "STA P", "District", "St Piran Dress", "K=101010BLACK;DG=003820DARK GREEN;R=C80000RED;W=E0E0E0WHITE; R/8W38DG4W16DG4W16K76W/8"
"House of Tartan", "5746", "STA P", "District", "St. David's Welsh", "DG=003820DARK GREEN;DR=880000DARK RED;HG=285800HUNTING GREEN;W=E0E0E0WHITE;WW=FCFCFCWILSON WHITE;R=C80000RED;G=006818GREEN;LG=289C18LIGHT GREEN; DG60R2DG8R1DG5WW2.DR28WW2DR28WW2HG56WW2"
"House of Tartan", "10132", "STA P", "District", "St. John New Brunswick", "ALB=48A4C0ANDERSON BLUE;R=C80000RED;W=E0E0E0WHITE;G=006818GREEN;T=604000BROWN; ALB/2T24ALB6R30W30G6W2G6W30R30ALB24R4G/2"
"House of Tartan", "10096", "STA P", "Personal", "Stanners", "K=101010BLACK;LN=A0A0A0LIGHT GRAY;NB=386074NAVY BLUE;G=006818GREEN;W=E0E0E0WHITE;R=C80000RED; LN/16K16NB16K16G16W4G16W4NB12R16NB12R16W/4"
"House of Tartan", "517", "STA P", "Clan", "Stephenson", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/10R6G52B40Y6K40A4R10A4G40K/12"
"House of Tartan", "770", "STA P", "Hunting", "Stephenson", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/5K3B25K25G25K3W3K6W3K3G25K25B25K3R/5"
"House of Tartan", "10653", "STA P", "Name", "Sterling, Rob (Florida) (Persona", "B=5F749CBALMORAL BLUE; W=F9F5EFPEROXIDE WHITE; DB=433A5AILLINOIS NAVY; Y=E0A126GOLD; G=649848ROSS GREEN; G/22Y20DB22B66W/6"
"House of Tartan", "1558", "STA P", "Family", "Stevenson", "DB=2C2C60BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/4G32Y4R8Y4R8Y4DB32Y/4"
"House of Tartan", "1061", "STA P", "Clan", "Stewart Black", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K/96B8K16Y4K6W6K6G24R12K6R6W/6"
"House of Tartan", "1073", "STA P", "Clan", "Stewart Black..", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/6R8K6R22G28K6W6K6Y6K20W10B10K/116"
"House of Tartan", "54", "STA P", "Trade", "Stewart Blue", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; A/58B6K20Y4K4A4K4G20R10K6R4A/4"
"House of Tartan", "1794", "STA P", "Clan", "Stewart Blue Dress", "T=604000BROWN;B=60888CBLUE;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW;DB=202060DARK BLUE; W/144B40Y4DB6W4B6N32T12B4T10W/4"
"House of Tartan", "5566", "STA P", "MINI", "Stewart Blue", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/40K6Y2W2G6R6K2R4W/2"
"House of Tartan", "4038", "STA P", "Fashion", "Stewart Camel", "W=E0E0E0WHITE;LT=A08858LIGHT BROWN;DG=003820DARK GREEN;OG=5C6428OLIVE GREEN;BB=3850C8OLD BLUE;TK=8C7038KHAKI;GO=BC8C00DARK GOLD;OT=603800OLIVE BROWN OT/4TK40BB6TK6DG10GO6DG4TK6DG4OG14OT12DG4OT6TK/6"
"House of Tartan", "1790", "STA P", "Clan", "Stewart Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/62B8K12Y4K4W4K4G14R8K4R4W/4"
"House of Tartan", "1791", "STA P", "Artifact", "Stewart Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/32B6W16K6W6K12Y4K4W4K4G14R8K4R4W/4"
"House of Tartan", "11790", "STA P", "MINI", "Stewart Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/30B4K6Y2K2W2K2G6R8K2R2W/2"
"House of Tartan", "6551", "STA R", "Dance", "Stewart Dress Purple", "P=780078PURPLE;LG=289C18LIGHT GREEN;G=006818GREEN;GO=BC8C00DARK GOLD;DP=440044DARK PURPLE;WW=F0ECE4WILSON WHITE; WW110DP24GO4DP6WW4G20P18DP4P12WW4P12DP4P18G20WW4DP6GO4DP24"
"House of Tartan", "1738", "STA P", "Trade", "Stewart Fawn", "K=101010BLACK;DN=5C5C5CDARK GREY;LT=A08858LIGHT BROWN;R=C80000RED;W=E0E0E0WHITE; LT/48K10R4K4W4DN16W6K4W4LT/4"
"House of Tartan", "1632", "STA P", "Fancy", "Stewart Grey", "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/2N40R2N6W2K2W2K8N6K2N4Y/2"
"House of Tartan", "17911", "STA P", "Dress", "Stewart Grey", "K=080808;W=E0E0E0WHITE;N=888888GRAY; W/60N10K12N4K4W4K26N10K4N4W/4"
"House of Tartan", "1916", "STA R", "General", "Stewart Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B9G4B9K3B3K8G27R4G27K8G5K13G4K13G5K8G27Y4G27K8B3K3"
"House of Tartan", "17944", "STA P", "design", "Stewart MB", "T=604000BROWN;B=60888CBLUE;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW;DB=202060DARK BLUE; W/144B40Y4DB6W4B6N32T12B4T10W/4"
"House of Tartan", "1247", "STA P", "Clan", "Stewart Mourning", "K=101010BLACK;W=E0E0E0WHITE; K/86W8K12W4K6W4K6W18K10W6K6W/6"
"House of Tartan", "1117", "STA P", "Clan", "Stewart Navy", "LT=A08858LIGHT BROWN;NB=003C64NAVY BLUE;W=E0E0E0WHITE;WR=680028WINE RED; NB/58WR6W20NB4W4LT20NB10W4NB8LT/4"
"House of Tartan", "160", "STA P", "Clan", "Stewart of Achnacone", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/16G4K4G4B14R4K12R2K12R4G16K12G/14"
"House of Tartan", "839", "STA P", "Clan", "Stewart of Appin", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/4R4A2B4R48G4R4B16R4G4R8G48R4A2B4R/6"
"House of Tartan", "481", "STA P", "Clan", "Stewart of Appin Dress", "K=101010BLACK;B=2C2C80BLUE;LB=2888C4LIGHT BLUE;R=C80000RED;W=E0E0E0WHITE; B/16R6B68LB6K18W62R10W6R6W/16"
"House of Tartan", "430", "STA P", "Clan", "Stewart of Appin Hunting", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;LB=2888C4LIGHT BLUE;R=C80000RED; B/8R4B41LB4T11G41R7G4R4G/11"
"House of Tartan", "73", "STA P", "Clan", "Stewart of Ardshiel", "A=5C8CA8AZURE;G=006818GREEN;NB=003C64NAVY BLUE;R=C80000RED;LR=D05054ROSE; A/4NB2LR2R12G66R4NB2A2R6NB34R6A2NB2R65NB3LR2R6G/14"
"House of Tartan", "802", "STA P", "Clan", "Stewart of Athol", "K=101010BLACK;G=006818GREEN;R=C80000RED; G/44K2G4K2G6K16R40K2R/12"
"House of Tartan", "5175", "STA P", "Clan/Family", "Stewart of Bute Hunting", "K=101010BLACK;G=006818GREEN;LN=C0C0C0LIGHT GRAY;WR=680028WINE RED LN/12WR4WR80K32G12K4G8K4G22WR/44"
"House of Tartan", "1553", "STA P", "Clan", "Stewart of Fingask", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/72G3Y2G26R14B6A6W/2"
"House of Tartan", "851", "STA P", "Clan", "Stewart of Galloway", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/18R104A26K32Y4K6W8K6G46R30G14Y/6"
"House of Tartan", "847", "STA P", "Clan", "Stewart of Rothesay", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/4R52B8R4K8R4G16R8K2R2W/4"
"House of Tartan", "898", "STA P", "Clan", "Stewart of Urrard", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/12R4G4R36B18R6G6R6B18R6G48R4G4R/8"
"House of Tartan", "319", "STA P", "Clan", "Stewart Old..", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/24K2G4K2G4K2B24R4K24R2K24R4G24K2B4K2G/24"
"House of Tartan", "1371", "STA P", "Clan", "Stewart Prince Charles Edward", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/28A8K12Y2K4W4K4G24R12K4R4W/2"
"House of Tartan", "1676", "STA P", "Family", "Stewart Victoria Royal", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/4W48A6W6K12Y2K2W2K2G16R8K2R4W/2"
"House of Tartan", "5260", "STA P", "Weavers", "Stewart, Grey (Victoria)", "DN=646464MEDIUM GREY;K=000000BLACK;DW=987078SOFT WHITE;DR=842438DARK RED;NR=6C6054GRAY RED;N=7C7C7CGRAY;BN=4C5860BLUE GREY; DR/4NR52K4N8K12DW4K4N4K4BN24DR12K4DR6N/4"
"House of Tartan", "438", "STA P", "", "Stinson Ancient U.S.A. Tartan", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/12R6B54G40Y6K40A4R12A4B40K/14"
"House of Tartan", "6759", "STA R", "Clan", "Stirling", "BL=1474B4BALMORAL BLUE;K=101010BLACK;LG=289C18LIGHT GREEN;LSB=98C8E8LIGHT SKY;LB=2888C4LIGHT BLUE;LN=A0A0A0LIGHT GRAY;R=C80000RED; R4LN4BL40LN4K26LN4LG40K4LSB8K4LG40LN4K26LN4BL40LN4"
"House of Tartan", "1536", "STA P", "District", "Stirling and Bannockburn", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/6G36R8A6R8K26R6B36G4Y/6"
"House of Tartan", "2074", "STA P", "Corporate", "Stirling University", "K=101010BLACK;B=2C2C80BLUE;DG=003820DARK GREEN;G=006818GREEN;N=888888GREY;R=C80000RED;Y=E8C000YELLOW; G/56R8K6N4K2DG4R6B40Y/4"
"House of Tartan", "936", "STA P", "Artifact", "Stirling Weavers Guild", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/10W10G10R98B4Y4R10B20R10Y4B4R10G92R10B4Y4R/92"
"House of Tartan", "2297", "STA P", "Univ", "Stirling, University of Corporate", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; G/88R12W4G8R12A64K12Y/8"
"House of Tartan", "10133", "STA P", "Name", "Stone Family", "RB=485074ROYAL BLUE;K=101010BLACK;N=888888GRAY;R=C80000RED;Y=E8C000YELLOW;W=E0E0E0WHITE; R/4W12K24RB72N24Y/2"
"House of Tartan", "2291", "STA P", "Universal", "Stone of Destiny", "B=2C2C80BLUE;BN=14283CBLUE GREY;DR=880000DARK RED;MY=D09800M YELLOW;OX=303070OXFORD; AB/8Y4AB34NB4R8NB4AB6NB22AB/6"
"House of Tartan", "7112", "STA P", "Personal", "Stott", "K=101010BLACK;Y=E8C000YELLOW;GO=D09800M YELLOW;DY=DCB824MARIGOLD;RR=9C2430TULIP;HG=20483CHENDERSON;RB=040470ROYAL BLUE;VG=285828JADE;WW=ECECECPEROXIDE;BB=284C64OCEAN;AB=405C80OPAL; WW/4K50BB4RR12DY4VG12BB4K50WW/4"
"House of Tartan", "2601", "STA P", "Family", "Strachan", "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;MY=D09800M YELLOW;RB=1C0070ROYAL BLUE;R=C80000RED;Y=E8C000YELLOW;B=2C2C80BLUE; R/4K6B84K6Y4K6G44K6R/4"
"House of Tartan", "2259", "STA P", "Family", "Strange of Balcaskie", "T=604000BROWN;DB=202060DARK BLUE;DG=003820DARK GREEN;Y=E8C000YELLOW;G=006818GREEN;B=2C2C80BLUE; G/64T14G14T32B64Y6T/16"
"House of Tartan", "10638", "STA P", "Corporate", "Stratford Police Pipe Band", "W=FFFFFFWHITE;K=101010BLACK;LB=035F9DLIGHT BLUE; B=6CC5D8AZURE BLUE;R=9F0805SCOTCH RED;Y=F5B800GOLD; R/10LB4Y2R90LB8W2K8B18LB4Y4LB4K20W/4"
"House of Tartan", "1633", "STA P", "", "Strathblane Tartan", "K=101010BLACK;T=604000BROWN;N=888888GREY;R=C80000RED;W=E0E0E0WHITE; R/6N12W4K8T/24"
"House of Tartan", "1072", "STA P", "District", "Strathclyde", "K=101010BLACK;NB=003C64NAVY BLUE;SB=A8ACE8SKY BLUE;W=E0E0E0WHITE; K/4SB32W4NB32W30K4W/4"
"House of Tartan", "2419", "STA P", "Corporate", "Strathclyde, University of", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;OG=5C6428OLIVE GREEN;R=C80000RED;W=E0E0E0WHITE; B/14K2R6K2B48K2W6K6OG6K6OG6G38K4W/8"
"House of Tartan", "10117", "STA P", "District", "Strathdon", "MR=321010MAROON;DBG=142030BLUEBELL SLATE;LT=88541CTARA BROWN;DR=660000REP RED;AB=A0A0AAAZURE AB/6LT16MR4LT16DBG22MR4LT8DR8MR54DBG2MR4DBG4MR4DBG26MR/6"
"House of Tartan", "1890", "STA P", "District", "Strathearn", "G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; Y/2R2G12R12G2Y2G2R12Y16R2G2R2Y16G12R2Y/2"
"House of Tartan", "4101", "STA P", "District", "Strathisla", "RB=00008CBLUE;DG=003014MOD GREEN;WR=4C0C28WINE;LN=C8C8C8WHITE;DP=28003CMOD PURPLE;NB=183044MUTED BLUE;G=004612GREEN;DR=540000RED;B=2C2C80BLUE;P=400040PURPLE; B/6DG16NB24DR6DP40DG6NB40B6NB40LN/4"
"House of Tartan", "10118", "STA P", "District", "Strathmore", "OG=303C0CGREEN;DR=8C1C20REP RED;AG=344625ANC GREEN;DT=402010BROWN; K=101010BLACK;DY=B07800OLD GOLD OG/6DR30AG4DR4OG4DR4OG36DT4OG4DT4OG4DT54K4DT4K12DY/4"
"House of Tartan", "1039", "STA P", "District", "Strathspey", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN; K/4B4K4B20K20G20K/4"
"House of Tartan", "10115", "STA P", "District", "Strathtay", "M=220300MAROON;G=5C560BGREEN;R=4C0000REP RED;DG=033126MARINE GREEN;A=4A6753AZURE;SR=712201ANC SCARLET A/12DG4A4DG10M40SR4M4SR50R4SR4R8G20M/4"
"House of Tartan", "10116", "STA P", "District", "Strathtummel", "K=101010BLACK;AG=434F04ANCIENT GREEN;DL=3F003FDARK LILAC;W=FFFFFFWHITE;B=000680BLUEBELL BLUE DL/26AG18DL4AG4DL4AG2DL20W4DL20K26DL6B4DL4B/74"
"House of Tartan", "3227", "STA R", "District", "Strathyre Dress", "W=E0E0E0White;T=604000BROWN;DR=B80000DARK RED;G=106048GREEN;PB=8820ACLAVENDER;LN=A8A8A8LIGHT GRAY; W72G12DR4G6W4G6T12PB8G4PB4W4PB4G4PB8T12G6W4G6DR4G12"
"House of Tartan", "1485", "STA P", "Clan", "Stuart of Bute", "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/24G12K2G4K2G2K12R48W/4"
"House of Tartan", "1374", "STA P", "Artifact", "Stuart Pr Charles Edward", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/32A20K28W4K8W6K8G52R22K8R8W/4"
"House of Tartan", "1281", "STA P", "Commemorative", "Stuart Silver", "A=5C8CA8AZURE;T=604000BROWN;G=006818GREEN;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW; N/120A10N16Y4N8W4N8G32T16N4T8W/4"
"House of Tartan", "1359", "STA P", "Family", "Sturrock", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/52B16K16G22R16Y3R/16"
"House of Tartan", "10589", "STA P", "Corporate", "Submariners", "R=FF0000RED;NB=000080NAVY BLUE;Y=FFE600YELLOW;W=FFFFFFWHITE;B=0000CDBLUE; R/4NB2Y8NB48W4NB2W4NB16W16R16NB2B24NB2W/8"
"House of Tartan", "10639", "STA P", "Corporate", "Sugiyama", "DB=000080DARK BLUE;B=0000CDBLUE;G=008B00GREEN; B14DB4B50DB20G42DB4.DB12G65DB32B76DB6B26"
"House of Tartan", "2179", "STA R", "Family", "Summers", "B=2C2C80BLUE;DG=003820DARK GREEN;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; DG10R5DG42B16G5B5G5B5G36B5G5B5G5B16DG42R5DG10Y5DG42B16G5B5G5B5G36B5G5B5G5B16DG42Y5"
"House of Tartan", "7511", "STA P", "Fashion", "Sunderland of Scotland", "LO=EC8048LGT ORANGE;AY=DC943CANC YELLOW;R=C80000RED;K=101010BLACK;N=888888GRAY; R/4K36N20K12N20K84N/4"
"House of Tartan", "295", "STA P", "Clan", "Sutherland Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/12K10B20K20G26K6G26K20W8B8W36B4W/6"
"House of Tartan", "930", "STA P", "Clan", "Sutherland Old", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/12W4G48K24B6K4B4K4B24R2B2R/6"
"House of Tartan", "5161", "STA P", "District", "Swedish", "MY=C89800DARKER YELLOW;K=000000BLACK;FSB=3474FCLIGHT BLUE;LN=C8C8C8WHITE;RB=00008CBALMORAL;G=004C00DARK GRN; RB/80MY1K4MY4K4MY4K22G36RB4FSB6LN/2"
"House of Tartan", "10003", "STA P", "Name", "Taggart", "A=687DA7AZURE;K=000000BLACK; R=BD3341RED;RB=2D376CROYALBLUE; G=31443EGREEN R/6A8K2R4K2A70RB8R4K4R4K8R4RB10G12K2R4K2G10R/8"
"House of Tartan", "1103", "STA P", "Family", "Tara Murphy Irish", "K=101010BLACK;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K/4G6R4G52T20K4W6K4Y4K6R4K/16"
"House of Tartan", "7614", "STA P", "Corporate", "Tarassow Russian Scouts", "LO=F0B440LGT ORANGE;DY=F09400GOLD;K=101010BLACK;W=E0E0E0WHITE;AB=1870A4ANC BLUE;DR=880000DARK RED;R=C80000RED;VG=288028VERDANT; K/8DY8K8DY2K21W8AB8R8K42VG100DY2K8DY8K/8"
"House of Tartan", "2389", "STA P", "Corporate/Sport", "Tartan Army", "B=2C2C80BLUE;NB=003C64NAVY BLUE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/8NB4B36NB16W4NB4W4NB20R10Y4R10NB20W4NB4W4NB16B8NB4B8NB4B/44"
"House of Tartan", "10371", "STA P", "Commemorative", "Tawain Scottish", "R=C80000RED;W=E0E0E0WHITE;K=101010BLACK;DR=880000DARK RED;G=006818GREEN;B=2C2C80BLUE; R/26W4R26K6DR26G42B6K36B18K4B4K4B30W/4"
"House of Tartan", "809", "STA P", "Family", "Taylor", "K=101010BLACK;G=006818GREEN;P=780078PURPLE;LR=D05054ROSE;Y=E8C000YELLOW; G/16K4G26LR8G24P44G10Y/6"
"House of Tartan", "823", "STA P", "Family", "Taylor Dress", "K=101010BLACK;G=006818GREEN;LVP=C49CD8LGT VIOLET;KR=D05054ROSE;W=E0E0E0WHITE;Y=E8C000YELLOW; G/18K4KR8G28W6LVP6W46G10Y/6"
"House of Tartan", "1065", "STA P", "Family", "Teall of Teallach", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K/4A12K2B14G26W2K22R28Y/4"
"House of Tartan", "832", "STA P", "Family", "Teallach", "DN=5C5C5CDARK GREY;DOG=604000DARK OLIVE;N=888888GREY;OG=5C6428OLIVE GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; DOG/6DN26DOG6N26OG46W6DOG38R48Y/8"
"House of Tartan", "10083", "STA P", "Name", "Telfer", "R=C80000RED;B=2C2C80BLUE;K=101010BLACK;G=006818GREEN;DB=1C1C50DARK BLUE;GO=BC8C00DARK GOLD;SCR=C8002CSCARLET;DR=880000DARK RED;SB=A8ACE8SKY BLUE;Y=E8C000YELLOW; SB/4DB10DR40SB2DB12R70G12Y4G/18"
"House of Tartan", "10095", "STA P", "Name", "Telfer Green", "DB=1C1C50DARK BLUE;AB=1870A4ANC BLUE;GO=BC8C00DARK GOLD;DR=880000DARK RED;DG=004C2CDARK GREEN;G=006818GREEN; AB/4DB10DR32DB12DG74G10GO4G/14"
"House of Tartan", "2346", "STA P", "Corporate", "Tenmaya", "DN=5C5C5CDARK GREY;LN=C0C0C0LIGHT GRAY;NB=003C64NAVY BLUE;LR=D05054ROSE; LN/4LR20NB8LR4NB4LR4DN48LN/4"
"House of Tartan", "1653", "STA P", "Family", "Tennant", "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED; R/4T28B28K28G28T28R/4"
"House of Tartan", "3067", "STA P", "District", "Tennessee State American", "DG=003820DARK GREEN;R=C80000RED;RB=1C0070ROYAL BLUE;W=E0E0E0WHITE;G=006818GREEN; R/8RB48W4RB4G4R4G28RB4G48W/4"
"House of Tartan", "2204", "STA R", "Weavers", "Terry Clan/Family", "DR=880000DARK RED;G=006818GREEN;MY=D09800M YELLOW;OG=5C6428OLIVE GREEN;R=C80000RED; G42MY2G6R6G6MY2G42MY2G6R6OG6MY2OG66MY2OG6R6G6MY2G42MY2G6R6G6MY2"
