"ID", "Name", "P-pivot,R-repeat", "Colors", "Threadcount"
10644, "Scottish Islamic Corporate Tartan", P, "G=064B15ANCIENT GREEN;Y=EEB422GOLD;K=101010BLACK;RB=031567ROYAL BLUE;W=FFFFFFWHITE;", "G4Y4G4Y4G4Y4G36K2G4K10RB4K2RB38W4RB4W4RB4W4"
3184, "Scottish Lion Name Tartan", P, "DT=441800DARK BROWN;DG=003820DARK GREEN;DR=880000DARK RED;LN=C0C0C0LIGHT GRAY;P=780078PURPLE;RB=1C0070ROYAL BLUE;WR=680028WINE RED", "WR8RB32LN4RB32DR8P14DG42DR6DG8DT6"
2392, "Scottish Motor Trade Association Trade Tartan", R, "K=101010BLACK;G=006818GREEN;LB=2888C4LIGHT BLUE;LN=C0C0C0LIGHT GRAY;RB=1C0070ROYAL BLUE;B=2C2C80BLUE;W=E0E0E0WHITE;", "G10LB4G32LB20K4W6RB12LB28W4RB8W4RB8W4LB28RB12W6K4LB20G32LB4"
2154, "Scottish National District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "B26W4B4R4B4K24G24K4G6K4G24K24B24K4R6"
2240, "Scottish National (hunting) Universal Tartan", R, "ER=981C70CARMINE;SCR=A00048CRIMSON;ET=4C0000EARTH;G=006818GREEN;N=888888GREY;", "N132ER6G6ER6G32ET16G6ET6SCR8ET6G6ET16G32ER6G6ER6"
2160, "Scottish National Dress District Tartan", R, "K=101010BLACK;DG=003820DARK GREEN;R=C80000RED;RB=1C0070ROYAL BLUE;W=E0E0E0WHITE;", "DG22K4DG6K4DG22K16RB4R4RB4W4RB22W4RB4R4RB4K16DG22K4DG6K4DG22RB24W22R4W22RB24"
177, "Scottish Netball Association Corporate Tartan", P, "SCR=A00048CRIMSON;G=006818GREEN;P=780078PURPLE;", "P6G28SCR4P20G4SCR28P6"
689, "Scottish Netball Association Corporate Tartan", P, "B=2C2C80BLUE;G=006818GREEN;P=780078PURPLE;R=C80000RED;", "G4P40B18P40R4"
4071, "Scottish Odyssey Commemorative Tartan", P, "RB=000080ROYAL BLUE;G=008800GREEN;T=663300BROWN;DB=2C4084DARK BLUE;K=000000BLACK;LB=3850C8LIGHT BLUE", "B6G44T22DB22K6DB22LB14"
10001, "Scottish Parliament Official Corporate Tartan", P, "DN=5C5C5CDARK GREY;R=C80000RED;P=580078PURPLE;G=009420GREEN;W=E0E0E0WHITE;DB=1C1C50DARK BLUE;DG=003820DARK GREEN;HG=285800HUNTING GREEN;N=888888GRAY;", "DB4N10W2P40W2N6G4DB8R2DB8G4N120"
2435, "Scottish Power Corporate Tartan", R, "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;PH=6C0070HEATHER;WG=408060WTHRD GREEN;DG=003820DARK GREEN;DBG=005448DARK BLUE GREE;", "PH6DBG16DR6DBG16K20PH10WG64DBG10WG64PH10K20DBG16DR6DBG16"
10000, "Scottish Register of Tartans Corporate Tartan", P, "W=E0E0E0WHITE;T=441800BROWN;LT=A08858LIGHT BROWN;K=101010BLACK;DCR=680024CRIMSON;", "DCR22W8DCR16T2DCR2T56LT4T56K4T4K46DCR6LT12DCR6K10"
2101, "Scottish Rugby Union Corporate Tartan", P, "K=101010BLACK;LV=C49CD8LGT VIOLET;LG=289C18LIGHT GREEN;NB=003C64NAVY BLUE;W=E0E0E0WHITE;", "NB6K4NB44K18LG4LV4LG4LV4LG16K4W6"
1463, "Scottish Scouts Corporate Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "R6G44B32G28R4G12Y2"
10970, "Scottish Spirit Fashion Tartan", P, "DN=484848DARK GREY;K=101010BLACK;N=747474GRAY;RR=88243CMARROON;LN=A0A0A0LIGHT GRAY;LP=8C708CMAUVE;", "DN20RR6DN64N24K10N4K8N4K34LP8K4LN4"
243, "Scottish Tartans Authority Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "A8K6A4B12K30R4G32B8A4B4K32"
2099, "Scottish Tourist Board (1990) Corporate Tartan", P, "B=2C2C80BLUE;DB=202060DARK BLUE;W=E0E0E0WHITE;", "DB10W3DB35B88"
1561, "Scottish Watch General Tartan", P, "G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "R104G39Y4"
1627, "Scrymgeour Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;DY=E8C000GOLD;SR=A03400SIENNA;", "SR60K4DY8B12SR8K4DY60"
2197, "Sea Bees Regimental Tartan", R, "T=604000BROWN;DB=202060DARK BLUE;G=006818GREEN;SR=C8002CSCARLET;SB=A8ACE8SKY BLUE;Y=E8C000YELLOW;", "DB12G6SB12G14Y4G72Y4G14SB12G6DB12G6T12G6SR12G14Y4G72Y4G14SR12G6T12G6"
5344, "Seaforth Estate Check Estate Check Weavers Tartan", P, "DR=8C0000DARK RED;LT=A0783CLIGHT TAN;K=000000BLACK;DO=886000AMBER;", "DR6LT6K6LT6DO6LT6K6LT6DO6"
2113, "Seattle District Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "G56W4B8R4G4R4B8W4G16Y4"
2304, "Selkirk Corporate District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;DB=202060DARK BLUE;G=006818GREEN;LP=B468ACMAUVE;R=C80000RED;W=E0E0E0WHITE;", "B48G4R24K4W4K6LP4K6B8K6LP4K6W4K4DB24G4DB48"
1737, "Seller Sillar Family Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "T126K8A18Y4B8Y4B8T22R16A4R8W10"
2420, "Sempill Clan/Family Tartan", R, "K=101010BLACK;B=2C2C80BLUE;DG=003820DARK GREEN;R=C80000RED;SB=A8ACE8SKY BLUE;A=5C8CA8AZURE;G=006818GREEN;", "B6K6B38K30R4G38K2A6K2G38K30B6K6B6K6B44K6B6K6B6K30G38K2A6K2G38R4K30B38K6"
2292, "Semple Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;WW=FCFCFCWILSON WHITE;", "R8B22K6B6K6B8K30G72W6"
1380, "Service of Drymen Corporate Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;N=888888GREY;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "R4B28K4N10G6W2G6W2G6K2G6K2G6N10K4B28Y4"
932, "Seton Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "G12W2G24R8B8R4K8R64G2R4"
938, "Seton Hunting Family Tartan", P, "T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "G12W2G24T8R8T4R8T64G2T4"
7566, "Sevlon Bruce Personal Tartan", P, "K=101010BLACK;VG=288028VERDANT;G=006818GREEN;WR=780028WINE RED;DR=880000DARK RED;DY=BC8C00DARK GOLD;MY=D09800M YELLOW;B=2C2C80BLUE;DB=1C1C50DARK BLUE;", "K12G8K12G72DR8DB8DY4"
10688, "Shanghai Scottish Corporate Tartan", P, "Y=FFE600YELLOW; R=FF0000RED; DB=000080DARK BLUE; B=0000CDBLUE; LB=82CFFDLIGHT BLUE; W=FFFFFFWHITE;", "W4LB13B5LB8B27LB15DB16R3DB3R23Y4"
768, "Shaw Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "G48K4B6K4B16R4"
6803, "Shaw of Carolina Clan Tartan", R, "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;NB=003C64NAVY BLUE;W=E0E0E0WHITE;G=006818GREEN;", "K6B12K6B36R8B8W8B36K6B12K6G12K6G36W8B8R8G36K6G12"
352, "Shaw of Tordarroch Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;R=C80000RED;", "A5K1R30P15R8G30R8P2"
318, "Shaw of Tordarroch Hunting Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;OG=5C6428OLIVE GREEN;P=780078PURPLE;R=C80000RED;", "A5K1OG30P15R8OG30R8P2"
1253, "Shepherd Historic Tartan", P, "K=101010BLACK;W=E0E0E0WHITE;", "K15W15"
7584, "Shiel Lavender Fashion Tartan", P, "W=F0E0C8WHITE;LVP=C49CD8LGT VIOLET;G=006818GREEN;DP=440044DARK PURPLE;A=5C8CA8AZURE;", "LVP4G4W60A48DP20G10W16"
1291, "Sidney (Nova Scotia) Canadian Tartan", P, "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE;", "N32K8W4K8N12R22N4R32"
2654, "Sikh Clan/Family Tartan", R, "K=101010BLACK;DB=202060DARK BLUE;DG=003820DARK GREEN;DO=B84C00DARK ORANGE;Y=E8C000YELLOW;G=006818GREEN;B=2C2C80BLUE;BN=14283CBLUE GREY;", "Y8BN40G40DO6K8DO6K8DO60K8DO6K8DO6G40BN40"
6108, "Silver Personal Tartan", P, "DB=202060DARK BLUE;K=101010BLACK;LB=7C98BCLIGHT BLUE;BL=1464B4BALMORAL BLUE;B=2474B4BLUE;W=E0E0E0WHITE;", "W48B48LB12W2DB8W40B20LB6W8"
2320, "Simple Technology Corporate Tartan", R, "B=2C2C80BLUE;DG=003820DARK GREEN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "R6G56B18DG36W6DG36B18G56"
1437, "Sinclair Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "R30A6W2K5G12R30"
2047, "Sinclair Dress Personal Tartan", P, "SL=A00024SCARLETT;R=C80000BASIC RED;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;", "B8R4B78K22G4W32R4"
889, "Sinclair Hunting Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "G4R2G60K32W2B32R4"
2600, "Singh Name Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "B6R6B72G34Y4G42W4R6"
277, "Sir George Etienne-Cartier Canada Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "B4K8B10R40B10K28G24Y6G12R8"
516, "Skene Clan Tartan", P, "DB=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "DB12R6G4R6G24R6G4"
535, "Skene of Cromar Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "B4R40G40K42R2"
2341, "Skinner Family Tartan", R, "K=101010BLACK;MY=D09800M YELLOW;R=C80000RED;RB=1C0070ROYAL BLUE;B=2C2C80BLUE;", "B4R32K32MY4K32R32"
385, "Skye District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;N=888888GREY;Y=E8C000YELLOW;", "B90K20N4K4Y4K4N20B10K2B10Y2"
2256, "Sligo Irish County Tartan", P, "T=684C4439 BROWN;AA=687C94DENIM;MY=D49C1CM YELLOW;", "AA100T8AA24T46MY8T8"
488, "Smith Family Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "R6K2G24K24B24A6B24K24G24K2Y6"
2227, "Smithers Family Tartan", R, "K=101010BLACK;DN=5C5C5CDARK GREY;G=006818GREEN;PH=6C0070HEATHER;LN=C0C0C0LIGHT GRAY;RB=1C0070ROYAL BLUE;B=2C2C80BLUE;BL=1474B4BALMORAL BLUE;", "PH8G20K4G20K24BL16LN4BL12DN4BL24PH8BL24DN4BL12LN4BL16K24G20K4G20"
5813, "Smithsonian (Corporate) American Corporate Tartan", P, "K=101010BLACK;DB=202060DARK BLUE;DG=003820DARK GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;B=2C2C80BLUE;GN=406054GREEN GREY;WB=789484WTHRED BLUE;", "GN4DB48Y2R4GN4R4Y2K48GN48W4DB4"
1216, "Snodgrass Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "K6R2Y2B22G26B10R2Y2"
831, "Somerset District Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;T=604000BROWN;G=006818GREEN;N=888888GREY;LR=D05054ROSE;", "G16N16A14LR10T4K4T4K4T4"
1861, "Sommerville Family Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;LR=D05054ROSE;W=E0E0E0WHITE;Y=E8C000YELLOW;", "W2R3LR5R48B4R2G17LR5R3LR5B21R5G3R5G54R3LR5Y2"
6984, "Sonsub Corporate Tartan", P, "DET=443C3CGREY;K=101010BLACK;Y=D0D40CYELLOW;DN=645858SONSUB;DUT=403838SGRAY;YY=FCCC3CYELLOW-BASIC;LY=C4BC68LGT YELLOW;", "DTT60K10DTT38K10DTT4DN40LY4DN40K10LY8"
3097, "Soroptimist International Corporate Tartan", P, "DY=E8C000GOLD;B=2C2C80BLUE;K=101010BLACK;W=E0E0E0WHITE;P=780078PURPLE;", "DY4B24K12P20K2W4"
5890, "South Australian Pipes &amp; Drums Australian Corporate Tartan", R, "B=2C2C80BLUE;DG=003820DARK GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;K=101010BLACK;", "B120Y12B22R50B22Y12B22R50B22Y12"
1194, "Southdown Tartan", P, "K=101010BLACK;R=C80000RED;UT=480800UMBER;W=E0E0E0WHITE;", "K16R2K6W10K10W6K10UT46R6"
2353, "Spar (UK) Ltd Corporate Tartan", R, "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;LN=C0C0C0LIGHT GRAY;RB=1C0070ROYAL BLUE;", "RB40K4RB8K4RB40K34G36DR4G8LN4G36K36"
201, "Special Saffron Tartan", P, "DG=003820DARK GREEN;LB=2888C4LIGHT BLUE;Y=E8C000YELLOW;", "LB10DG86Y43DG21"
1671, "Spens Family Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "R56W2B6W2G32R11B6W5"
3904, "Spirit of Alba Fashion Weavers Tartan", R, "LB=2888C4LIGHT BLUE;DB=202060DARK BLUE;P=780078PURPLE;G=006818GREEN;B=2C2C80BLUE;", "B4G2P48DB36G4DB4G2B38LB8B38G2DB4G4DB36P48G2"
3445, "Spirit of Bannockburn Fashion Tartan", R, "DP=482C4CDARK PURPLE;K=101010BLACK;DG=00502CDARK GREEN;LN=C0C0C0LIGHT GRAY;P=780078PURPLE;WR=680028WINE RED;DB=202060DARK BLUE;", "K4DP8P8DP6DG40DP10K8DP6K14DP6K6DB70LN4DB70K6DP6K14DP6K8DP10DG40DP6P8DP8"
10611, "Spirit of de Jong Name Tartan", P, "R=FF0000RED;W=FFFFFFWHITE;K=101010BLACK;B=272179BLUE;NB=313950NAVY;G=1D4A34GREEN;P=452451PURPLE;O=D0512EORANGE;", "P22K5P14G32NB5B7K5W5R5W5K5B7NB20O12NB103"
8351, "Spirit of Glyndwr Gold Welsh Fashion Tartan", P, "DN=5C5C5CDARK GREY;K=101010BLACK;R=C80000RED;GO=BC8C00DARK GOLD;", "GO4K53DN18K11DN4K11DN18K24.GO2K31DN13K8DN4K8DN13K45DN13K8DN4K8DN13K31GO2"
8350, "Spirit of Glyndwr Grey Welsh Fashion Tartan", P, "DN=5C5C5CDARK GREY;K=101010BLACK;", "DN4K53DN18K11DN4K11DN18K24.DN2K31DN13K8DN4K8DN13K45DN13K8DN4K8DN13K31DN2"
8352, "Spirit of Glyndwr Red Welsh Fashion Tartan", P, "DN=5C5C5CDARK GREY;K=101010BLACK;R=C80000RED;", "R4K53DN18K11DN4K11DN18K24.R2K31DN13K8DN4K8DN13K45DN13K8DN4K8DN13K31R2"
10705, "Spirit of Hoxa District Tartan", P, "LR=BE7277LIGHT PINK;LP=63516DLIGHT PURPLE;DG=2E4439DARK GREEN;P=3A2E49PURPLE;A=87CEFAAZURE;DP=482D43DARK PURPLE;", "DG4P38DG4DP92A4P20DG6LP4LR4"
2451, "Spirit of Scotland Corporate Tartan", P, "RB=1C0070ROYAL BLUE;DG=003820DARK GREEN;K=101010BLACK;AK=1C1C1CANC BLACK;DP=440044DARK PURPLE;DB=202060DARK BLUE;", "DB192DP16DB24RB6DB6RB6DB6DG40DP16K6DP28"
10681, "Spirit of South Korea Fashion Tartan", P, "K=101010BLACK;W=FFFFFFWHITE;R=DF0004RED;B=364A85BLUE;", "K4W16R24B24W2R4W2B4W48K8W4K8W16"
7507, "Spirit of South Lanarkshire District Tartan", P, "R=C80000RED;B=2C2C80BLUE;G=006818GREEN;GO=BC8C00DARK GOLD;LSB=4880A8LIGHT SKY;K=101010BLACK;LG=289C18LIGHT GREEN;BN=344054BLUE GREY;", "GO2BN70R2K16LSB24LG4LSB26"
6495, "Spirit of Wales Fancy Tartan", R, "BN=14283CBLUE GREY;K=101010BLACK;P=780078PURPLE;DP=440044DARK PURPLE;DB=202060DARK BLUE;NB=003C64NAVY BLUE;W=E0E0E0WHITE;PB=9058D8LAVENDER;LP=B468ACMAUVE;", "W4DB48K4BN2DB4BN2K4BN44P4BN8P4BN44K4BN2DB4BN2K4DB48"
7256, "Spirit of West Lothian Corporate Tartan", P, "NB=003C64NAVY BLUE;P=780078PURPLE;G=006818GREEN;W=E0E0E0WHITE;K=101010BLACK;", "NB96P4NB10P4NB14G4W6G10K8W2G52"
5899, "St Andrews District Tartan", R, "AB=1870A4ANC BLUE;DG=003820DARK GREEN;W=E0E0E0WHITE;NB=003C64NAVY BLUE;RB=1C0070ROYAL BLUE;DY=E8C000GOLD;G=006818GREEN;BN=14283CBLUE GREY;", "RB96W6RB8W6RB6AB32G4AB10G6AB8G8AB6G10DY4G10AB6G8AB8G6AB10G4AB32RB6W6RB8W6"
45, "St Andrews Dress, Earl of.. District Tartan", P, "A=5C8CA8AZURE;B=2C2C80BLUE;DB=202060DARK BLUE;LV=C49CD8LGT VIOLET;W=E0E0E0WHITE;", "B14LV4DB4W8B38A38W56"
85, "St Andrews Earl of Royal family Tartan", P, "B=2C2C80BLUE;AB=2888C4LIGHT BLUE;W=E0E0E0WHITE;", "AB104B56W6B4W4B20"
10643, "St Andrews Golf Club Corporate Tartan", P, "B=5C8898BALMORAL BLUE;R=EC5C28RED;W=E0E0D8M WHITE;G=40584CLOVAT GREEN;K=000000BLACK;DB=141C50OXFORD BLUE,", "R4G12B4G20K4G4K36DB48W4"
2391, "St Andrews Links Corporate Tartan", R, "G=006818GREEN;RB=1C0070ROYAL BLUE;DG=003820DARK GREEN;DR=880000DARK RED;MY=D09800M YELLOW;K=101010BLACK;BN=14283CBLUE GREY;", "BN32G8BN6G6MY4G48DR4G48MY4G6BN6G8"
10506, "St Andrews Links Dress Corporate Tartan", P, "W=FFFFFFWHITE; P=551A8BPURPLE; LR=CD5555LIGHT RED (PINK); OW=FDF5E6CREAM; LP=8968CDLIGHT PURPLE;", "W4P48LR4P4OW6LP8OW60"
2332, "St Andrews Old Course Hotel Corporate Tartan", P, "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;", "B10T4B4K6B40G100"
2398, "St Andrews University Corporate Tartan", P, "K=101010BLACK;B=2C2C80BLUE;DB=202060DARK BLUE;G=006818GREEN;Y=E8C000YELLOW;", "DB6G4K6G6DB36Y10K4Y6DB4K6"
5779, "St Anne de Portneuf Canadian District Tartan", R, "LB=2888C4LIGHT BLUE;DT=441800DARK BROWN;HG=285800HUNTING GREEN;Y=E8C000YELLOW;R=C80000RED;T=604000BROWN;DB=202060DARK BLUE;LT=A08858LIGHT BROWN;W=E0E0E0WHITE;O=D87C00ORANGE;", "O4W6LT14DB2T8R4Y12HG4W2LT4DB12DT4R8Y2HG14W6LB4"
2383, "St Columba District Tartan", P, "AA=789484ANC AZURE;CW=FCFCFCCLEAR;DB=202060DARK BLUE;DN=5C5C5CDARK GREY;G=006818GREEN;LT=A08858LIGHT BROWN;P=780078PURPLE;", "DB40AA2CW2LT6G28DN8AA2P8"
387, "St Giles Check Tartan", P, "B=2C2C80BLUE;N=888888GREY;P=780078PURPLE;W=E0E0E0WHITE;", "B6N2W2N50W2N2P6"
2425, "St Johnstone F.C. Corporate Sport Tartan", R, "K=101010BLACK;LN=C0C0C0LIGHT GRAY;MY=D09800M YELLOW;RB=1C0070ROYAL BLUE;B=2C2C80BLUE;", "K24LN12K32B28MY8B28LN4B28MY8B28K32LN12"
1189, "St Kilda District Tartan", P, "K=101010BLACK;R=C80000RED;", "K24R6"
1030, "St Lawrence District Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;LB=2888C4LIGHT BLUE;R=C80000RED;", "K6B4G4B52LB2B2LB2B2LB2B2LB6A4K20B6G28K6R6"
945, "St Patrick Trade or Fancy Tartan", P, "G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW;", "G8W26G6W8G6W6G80W6G4Y8"
1618, "St Piran Cornish Flag District Tartan", P, "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE;", "R4K2W20K40W10"
1685, "St Piran Dress District Tartan", P, "K=101010BLACK;DG=003820DARK GREEN;R=C80000RED;W=E0E0E0WHITE;", "R8W38DG4W16DG4W16K76W8"
5746, "St. David's Welsh District Tartan", P, "DG=003820DARK GREEN;DR=880000DARK RED;HG=285800HUNTING GREEN;W=E0E0E0WHITE;WW=FCFCFCWILSON WHITE;R=C80000RED;G=006818GREEN;LG=289C18LIGHT GREEN;", "DG60R2DG8R1DG5WW2.DR28WW2DR28WW2HG56WW2"
10132, "St. John New Brunswick District Tartan", P, "ALB=48A4C0ANDERSON BLUE;R=C80000RED;W=E0E0E0WHITE;G=006818GREEN;T=604000BROWN;", "ALB2T24ALB6R30W30G6W2G6W30R30ALB24R4G2"
10096, "Stanners Personal Tartan", P, "K=101010BLACK;LN=A0A0A0LIGHT GRAY;NB=386074NAVY BLUE;G=006818GREEN;W=E0E0E0WHITE;R=C80000RED;", "LN16K16NB16K16G16W4G16W4NB12R16NB12R16W4"
517, "Stephenson Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "B10R6G52B40Y6K40A4R10A4G40K12"
770, "Stephenson Hunting Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "G5K3B25K25G25K3W3K6W3K3G25K25B25K3R5"
10653, "Sterling, Rob (Florida) (Persona Name Tartan", P, "B=5F749CBALMORAL BLUE; W=F9F5EFPEROXIDE WHITE; DB=433A5AILLINOIS NAVY; Y=E0A126GOLD; G=649848ROSS GREEN;", "G22Y20DB22B66W6"
1558, "Stevenson Family Tartan", P, "DB=2C2C60BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "R4G32Y4R8Y4R8Y4DB32Y4"
1061, "Stewart Black Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "K96B8K16Y4K6W6K6G24R12K6R6W6"
1073, "Stewart Black.. Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "W6R8K6R22G28K6W6K6Y6K20W10B10K116"
54, "Stewart Blue Trade Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "A58B6K20Y4K4A4K4G20R10K6R4A4"
1794, "Stewart Blue Dress Clan Tartan", P, "T=604000BROWN;B=60888CBLUE;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW;DB=202060DARK BLUE;", "W144B40Y4DB6W4B6N32T12B4T10W4"
5566, "Stewart Blue MINI Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "B40K6Y2W2G6R6K2R4W2"
4038, "Stewart Camel Fashion Tartan", P, "W=E0E0E0WHITE;LT=A08858LIGHT BROWN;DG=003820DARK GREEN;OG=5C6428OLIVE GREEN;BB=3850C8OLD BLUE;TK=8C7038KHAKI;GO=BC8C00DARK GOLD;OT=603800OLIVE BROWN", "OT4TK40BB6TK6DG10GO6DG4TK6DG4OG14OT12DG4OT6TK6"
1790, "Stewart Dress Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "W62B8K12Y4K4W4K4G14R8K4R4W4"
1791, "Stewart Dress Artifact Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "W32B6W16K6W6K12Y4K4W4K4G14R8K4R4W4"
11790, "Stewart Dress MINI Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "W30B4K6Y2K2W2K2G6R8K2R2W2"
6551, "Stewart Dress Purple Dance Tartan", R, "P=780078PURPLE;LG=289C18LIGHT GREEN;G=006818GREEN;GO=BC8C00DARK GOLD;DP=440044DARK PURPLE;WW=F0ECE4WILSON WHITE;", "WW110DP24GO4DP6WW4G20P18DP4P12WW4P12DP4P18G20WW4DP6GO4DP24"
1738, "Stewart Fawn Trade Tartan", P, "K=101010BLACK;DN=5C5C5CDARK GREY;LT=A08858LIGHT BROWN;R=C80000RED;W=E0E0E0WHITE;", "LT48K10R4K4W4DN16W6K4W4LT4"
1632, "Stewart Grey Fancy Tartan", P, "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "R2N40R2N6W2K2W2K8N6K2N4Y2"
17911, "Stewart Grey Dress Tartan", P, "K=080808;W=E0E0E0WHITE;N=888888GRAY;", "W60N10K12N4K4W4K26N10K4N4W4"
1916, "Stewart Hunting General Tartan", R, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "B9G4B9K3B3K8G27R4G27K8G5K13G4K13G5K8G27Y4G27K8B3K3"
17944, "Stewart MB design Tartan", P, "T=604000BROWN;B=60888CBLUE;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW;DB=202060DARK BLUE;", "W144B40Y4DB6W4B6N32T12B4T10W4"
1247, "Stewart Mourning Clan Tartan", P, "K=101010BLACK;W=E0E0E0WHITE;", "K86W8K12W4K6W4K6W18K10W6K6W6"
1117, "Stewart Navy Clan Tartan", P, "LT=A08858LIGHT BROWN;NB=003C64NAVY BLUE;W=E0E0E0WHITE;WR=680028WINE RED;", "NB58WR6W20NB4W4LT20NB10W4NB8LT4"
160, "Stewart of Achnacone Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "B16G4K4G4B14R4K12R2K12R4G16K12G14"
839, "Stewart of Appin Clan Tartan", P, "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "G4R4A2B4R48G4R4B16R4G4R8G48R4A2B4R6"
481, "Stewart of Appin Dress Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;LB=2888C4LIGHT BLUE;R=C80000RED;W=E0E0E0WHITE;", "B16R6B68LB6K18W62R10W6R6W16"
