"Source", "Source ID", "Category", "Name", "Threadcount" 
"Weddslist", "", "Scottish Tartans Society", "MacKinnon 12", "w#E0E0E0r#C00000k#000000g#008000b#304080k8(r6g4b4r12g30r4b8g4r30g14k4r8)w4"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon 2", "o#D03030w#E0E0E0r#C00000k#000000g#008000o2(r4g2k2r10g22r2k4g2r22g8o2r4)w2"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon 3", "o#D03030w#E0E0E0r#C00000p#800080g#008000w6(r10g6p6r28g72r6p16g6r72g28o6r10)w6"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon 4", "w#E0E0E0r#608080p#800080g#008000b#304080p4(r6g4b4r12g32r4b8g4r32g16p4r8)w4"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon 5", "w#E0E0E0r#C00000p#800080g#008000b#304080p4(r6g4b4r12g32r4b8g4r32g16p4r8)w4"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon 6", "w#E0E0E0r#C00000g#008000b#304080a#5480B0a4(r6g4b4r12g32r4b8g4r32g16a4r8)w4"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon 7", "w#E0E0E0r#C00000g#008000a#5480B0w4(r8a4r8g32r6a4r32g16r8)w4"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon 8", "w#E0E0E0r#C00000k#000000g#008000k2(r36g24r4g24r36)w2"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon 9", "w#E0E0E0r#C00000g#008000b#304080w4(r8w4g14r40g4b10r4g8r12b4g4r8)w4"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon, dress", "w#E0E0E0u#703000r#C00000g#008000g36(u28w28)r4"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon, hunting", "w#E0E0E0t#806050r#C00000g#008000r2(g16t16)w2"
"Weddslist", "", "Scottish Tartans Society", "MacKinnon, hunting ", "w#E0E0E0t#806050r#C00000g#008000g4(t32g32r4g32t32)w4"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh 1", "r#C00000g#008000b#304080b2(r6g22r4b10)r44"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh 2", "r#C00000g#008000b#304080b4(r8g56r6b4)r96"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh 3", "r#C00000g#008000b#304080b6(r18g68r18b36)r136"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh 4", "r#C00000k#000000g#008000r72(k4r4k4r6g24)r150"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh 5", "r#C00000k#000000i#003000g#008000b#304080k7(r4b4r4b4r48i60r4k4r48b4r4b4r8r4b4r48i4r4i60r54b46r52i14r4k4r4k4r48k4r4k4r4i14r54b46r54g48r4k4r40)b48"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh 6", "w#E0E0E0r#C00000k#000000g#008000r6(g32k24r56w4)r10"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh 7", "y#F0C000w#E0E0E0r#C00000k#000000g#008000a#5480B0r48(k2w2g12w2g2y4r4k2r4y4g2w2a12k4r6y6g4)w2"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh 8", "y#F0C000w#E0E0E0r#C00000n#808080k#000000g#008000r188(k6w4g42w6y6r10k4r10y6w6n42k14r14y16)w8"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh, Arisaid", "w#E0E0E0r#C00000p#800080g#008000p4(r16g56r18p28w72)r10"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh, Fragment", "o#30A010w#E0E0E0r#C00000r2(o28r2o2r28o2)w2"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh, Geddes", "w#E0E0E0r#C00000g#008000b#304080b4(r20g72r16b36r40)w4"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh, MacPherson", "y#F0C000w#E0E0E0r#C00000k#000000g#008000a#5480B0r72(g16y2k12a8k2a2k2a8r22w2k2)r2"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh, Plaid", "r#C00000g#008000b#304080b2(r4g12r4b12)r32"
"Weddslist", "", "Scottish Tartans Society", "MacKintosh, hunting", "y#F0C000r#C00000g#008000b#304080b2(r6g22r4b10g22)y2"
"Weddslist", "", "Scottish Tartans Society", "MacKirdy", "w#E0E0E0k#000000g#008000b#304080k4(g24k22b24)w2"
"Weddslist", "", "Scottish Tartans Society", "MacKirgan", "w#E0E0E0r#C00000j#000050g#008000g4(j4w2r4w2j6g2j24g36w2)r4"
"Weddslist", "", "Scottish Tartans Society", "MacKusick Family Tartan of North America", "w#E0E0E0r#C00000p#800080k#000000g#008000b#304080b16(k4b6k24p6w2p6k32g6w4r2w4)g16"
"Weddslist", "", "Scottish Tartans Society", "MacLachlan 1", "r#C00000k#000000g#008000b#304080r24(k4r4k4r4k20b20k2g6k2b24k20r24k4)r4"
"Weddslist", "", "Scottish Tartans Society", "MacLachlan 3", "r#C00000k#000000g#008000b#304080r32(k4r4k4r4k32b32g6b32k32r32k4)r4"
"Weddslist", "", "Scottish Tartans Society", "MacLachlan 4", "y#F0C000k#000000k12(y4k42y4k12y48k4)y12"
"Weddslist", "", "Scottish Tartans Society", "MacLachlan, Hunting", "r#C00000k#000000g#008000b#304080g8(k2g2k2g2k10b10r4b4r4b10g10k2)g2"
"Weddslist", "", "Scottish Tartans Society", "MacLachlan, dress", "o#D03030w#E0E0E0k#000000h#006030g#008000h8(k6w48g46h8w6)o68"
"Weddslist", "", "Scottish Tartans Society", "MacLaggan", "w#E0E0E0k#000000g#008000b#304080k4(b28k28g24w4g24)k28"
"Weddslist", "", "Scottish Tartans Society", "MacLaine of Lochbuie", "y#F0C000r#C00000b#304080b64(r6b8)y6"
"Weddslist", "", "Scottish Tartans Society", "MacLaine of Lochbuie ", "y#F0C000r#C00000g#008000a#5480B0r64(g16a8)y2"
"Weddslist", "", "Scottish Tartans Society", "MacLaine of Lochbuie, hunting", "y#F0C000r#C00000k#000000b#304080b64(r6b8k2)y6"
"Weddslist", "", "Scottish Tartans Society", "MacLamroc", "y#F0C000w#E0E0E0r#C00000k#000000g#008000y8(k2g32k32r2w6k32r32k2)y8"
"Weddslist", "", "Scottish Tartans Society", "MacLaren", "y#F0C000r#C00000k#000000g#008000b#304080b44(k8b8k8b8k44g44r12g12k4)y6"
"Weddslist", "", "Scottish Tartans Society", "MacLaren ", "y#F0C000r#C00000k#000000g#008000b#304080b48(k16g16r4g16k2)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLaren ", "y#F0C000s#C00020p#800080k#000000g#008000p18(k14g10s8g14k2)y2"
"Weddslist", "", "Scottish Tartans Society", "MacLaren ", "y#F0C000w#E0E0E0o#FF8500k#000000g#008000b#304080w32(b8k24g8w12o8w22)y14"
"Weddslist", "", "Scottish Tartans Society", "MacLaren dress", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080b14(w60k26g18r12g32k4)y14"
"Weddslist", "", "Scottish Tartans Society", "MacLaurin, of Brioch", "y#F0C000r#C00000k#000000g#008000b#304080b72(k20g6r6g12k2)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLean", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080b16(k16y4k6w6k6g48r32b6r8)k4"
"Weddslist", "", "Scottish Tartans Society", "MacLean ", "y#F0C000w#E0E0E0r#C00000k#000000g#008000e#403030a#5480B0k6(r10a8r88g56k8w8k8y4k16a10)e18"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart 1", "y#F0C000w#E0E0E0r#C00000k#000000g#008000a#5480B0a26(k12y4k6w8k6g44r62a6r8)k4"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart 2", "y#F0C000w#E0E0E0r#C00000k#000000g#008000a#5480B0a28(k16y4k6w8k6g42r96a8r10)k6"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart 3", "y#F0C000w#E0E0E0r#C00000k#000000g#008000a#5480B0a16(k12y4k4w6k4g32r50a6r8)k3"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart 4", "y#F0C000w#E0E0E0r#C00000k#000000g#008000a#5480B0a16(k8y2k4w6k4g24r48a4r6)k4"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart 5", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080a#5480B0b8(a2k6y2k2w2k2g16r24a2r4)k2"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart 6", "y#F0C000w#E0E0E0r#C00000n#808080k#000000g#008000a#5480B0n18(a10k16y4k8w8k8g62r100a8r8)k6"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart 7", "z#906030y#F0C000w#E0E0E0n#808080d#401000a#5480B0n24(a4d8y4d6w6d6z40w58a4w8)d4"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart, dress", "f#505050h#906030i#401000o#C0C0C0y#F0C000w#E0E0E0n#808080n20(o4i8y4i6w6i6h36w60f4w8)i4"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart, dress ", "o#505050y#F0C000w#E0E0E0t#806050r#C00000n#808080n24(o4t8y4t6w6t6w38r60n4r8)t4"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Duart, hunting", "w#E0E0E0k#000000g#008000k2(g32k4g4k12w2k12)g6"
"Weddslist", "", "Scottish Tartans Society", "MacLean of Kingairloch", "y#F0C000w#E0E0E0t#806050k#000000g#008000b#304080a#5480B0b16(a2k12y2k4w4k4g24t56w2)t8"
"Weddslist", "", "Scottish Tartans Society", "MacLean, Black & White", "w#E0E0E0k#000000w20(k6w9k6w6k12w6k48w8k16)w16"
"Weddslist", "", "Scottish Tartans Society", "MacLean, Variation", "y#F0C000w#E0E0E0r#C00000p#800080k#000000g#008000k8(r20p8r114g100k8w12k8y8k24)p90"
"Weddslist", "", "Scottish Tartans Society", "MacLean, dress", "y#F0C000w#E0E0E0r#C00000g#008000a#5480B0r4(w48g24r32a12)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLean, dress Burgundy", "y#F0C000w#E0E0E0k#000000c#900030b#304080a#5480B0a24(b4k8y4k6c6k6c38w62b4w8)k4"
"Weddslist", "", "Scottish Tartans Society", "MacLellan, Blue McLellan", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080k4(w2b14k8r2b8r4b8w4b8r4b8r2g14w2)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLellan, McLellan hunting", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080r4(b14k10r4b10k2b10w2b10k2b10r4g14)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLellan, dress McLellan", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080k4(w2b14k8r2w16r4w16k2g14w2)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLennan, (or Logan)", "y#F0C000r#C00000k#000000g#008000b#304080r12(b6r4b4r4b32k24g32r2k2)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLeod", "r#C00000k#000000k6(r4k2r12k48r12k2r2k6r4k2r64k48r12k12r64k48r32k12r8)k4"
"Weddslist", "", "Scottish Tartans Society", "MacLeod ", "y#F0C000k#000000c#900030k12(y2k12y18c2)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLeod Red", "y#F0C000r#C00000j#000050g#008000j8(r2j2r4j22r4j2r2y2r2j2r32j16r8g8r32g22r16j8r4)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLeod of Assynt", "y#F0C000r#C00000k#000000g#008000b#304080r6(k4g30k20b40)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLeod of Gesto", "y#F0C000r#C00000k#000000g#008000b#304080r4(k2b16k14g16y4g16k14b2k2b2k2)b18"
"Weddslist", "", "Scottish Tartans Society", "MacLeod of Gesto ", "y#F0C000w#E0E0E0t#806050r#C00000k#000000g#008000a#5480B0k6(w4r12k8y4w4y4k4g64w4k4r12y4t6w8t6y4k4w4a16w4)r176"
"Weddslist", "", "Scottish Tartans Society", "MacLeod of Lewis", "y#F0C000r#C00000k#000000k32(y4k32y48)r4"
"Weddslist", "", "Scottish Tartans Society", "MacLeod of Raasay", "r#C00000k#000000k4(r36k24r4)k24"
"Weddslist", "", "Scottish Tartans Society", "MacLeod of Skye", "y#F0C000r#C00000k#000000g#008000b#304080b20(k2b2k2b2k12g12k2y4k2g12k12b12)r6"
"Weddslist", "", "Scottish Tartans Society", "MacLeod's Highlanders", "w#E0E0E0r#C00000k#000000g#008000b#304080b24(r4w4r4w4k24g22k4w4k4g22k24b22k4)r4"
"Weddslist", "", "Scottish Tartans Society", "MacLeod, Arisaid", "w#E0E0E0r#C00000g#008000c#900030b#304080a#5480B0a2(c6r6w40b6w6g24w36r6c2r6w36b24w6g6w40r6c6)a2"
"Weddslist", "", "Scottish Tartans Society", "MacLeod, Black & Red", "r#C00000k#000000r2(k24r16k2)r16"
"Weddslist", "", "Scottish Tartans Society", "MacLeod, Black & White", "w#E0E0E0k#000000w2(k24w16k2)w16"
"Weddslist", "", "Scottish Tartans Society", "MacLeod, Californian", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080r6(k4w48g26k6g6k6g6b50)y8"
"Weddslist", "", "Scottish Tartans Society", "MacLeod, Macleod of Harris", "y#F0C000r#C00000k#000000g#008000b#304080r6(k4g30k20b40k4)y4"
"Weddslist", "", "Scottish Tartans Society", "MacLeod, Snuffbox", "y#F0C000r#C00000k#000000k4(y8k16r4k16y8r4y48)k4"
"Weddslist", "", "Scottish Tartans Society", "MacLeod, and MacNicol", "r#C00000k#000000g#008000a#5480B0k2(r16g2r16k8a2k4r8g32r16g2)r16"
"Weddslist", "", "Scottish Tartans Society", "MacLeod, of Argentina", "y#F0C000w#E0E0E0r#C00000b#304080b20(w6b24y28)r8"
"Weddslist", "", "Scottish Tartans Society", "MacLintock", "r#C00000g#008000b#304080a#5480B0g72(r6g6r6b18r6a4r80b6r6b4)r12"
"Weddslist", "", "Scottish Tartans Society", "MacLoughlin, Ardmarnoch", "r#C00000k#000000i#003000i4(k4i12k24r4k24i4k4i4k4)i10"
"Weddslist", "", "Scottish Tartans Society", "MacLulich", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080b66(r16k24y4k8w8k8g24b16k8b8)w4"
"Weddslist", "", "Scottish Tartans Society", "MacMaster", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080g68(k2r8w2r8k2g8k2y4k2g14k2r6k2g6k2r6k2g6w2b10w2y8)w4"
"Weddslist", "", "Scottish Tartans Society", "MacMedic", "w#E0E0E0s#C00020s40w40"
"Weddslist", "", "Scottish Tartans Society", "MacMichael", "w#E0E0E0r#C00000k#000000g#008000b#304080g2(b2g16w2k4b32k4w2r16b2)r2"
"Weddslist", "", "Scottish Tartans Society", "MacMillan", "y#F0C000r#C00000r2(y16r4y16r6y4r24y2)r6"
"Weddslist", "", "Scottish Tartans Society", "MacMillan Variant (Unidentified)", "y#F0C000r#C00000k#000000g#008000g6(k62r34g12y36)k6"
"Weddslist", "", "Scottish Tartans Society", "MacMillan, Ancient", "y#F0C000k#000000g#008000c#900030g4(k2g36k2g4k2c24g8y12k2y12)k2"
"Weddslist", "", "Scottish Tartans Society", "MacMillan, Society of Glasgow", "y#F0C000r#C00000k#000000g#008000k8(y40k6g16k6g88r32k6)r32"
"Weddslist", "", "Scottish Tartans Society", "MacMillan, hunting", "o#D03030y#F0C000k#000000g#008000b#304080b20(y6b60y10k16g32o8g32)o4"
"Weddslist", "", "Scottish Tartans Society", "MacMillan, hunting ", "y#F0C000r#C00000k#000000g#008000b#304080b6(y2b24k8y4k8g16r4g16)r2"
"Weddslist", "", "Scottish Tartans Society", "MacMugen", "o#B0B0B0w#E0E0E0q#000030q9(o48q12o9q36)w6"
"Weddslist", "", "Scottish Tartans Society", "MacNab 1", "o#500060r#C00000g#008000o6(r38o36g38o6)g6"
"Weddslist", "", "Scottish Tartans Society", "MacNab 2", "o#D03030r#C00000g#008000r170(g12r6g6)o172"
"Weddslist", "", "Scottish Tartans Society", "MacNab 3", "r#C00000g#008000c#900030g16(c2g2c2g2c12r16c2r16c12g14c2)g2"
"Weddslist", "", "Scottish Tartans Society", "MacNab 4", "r#C00000g#008000c#900030a#5480B0c48(g2a2g4)r48"
"Weddslist", "", "Scottish Tartans Society", "MacNab 5", "r#C00000k#000000g#008000c#900030k2(r24c4g8c4r4)g12"
"Weddslist", "", "Scottish Tartans Society", "MacNab 6", "r#C00000m#802040k#000000g#008000g56(r14m14g28m14r96)k8"
"Weddslist", "", "Scottish Tartans Society", "MacNab 7", "r#C00000p#800080g#008000a#5480B0a4(p22r6)g30"
"Weddslist", "", "Scottish Tartans Society", "MacNab, Variant", "r#C00000g#008000c#900030g4(c4g28c16r28)c4"
"Weddslist", "", "Scottish Tartans Society", "MacNaughton", "r#C00000k#000000g#008000b#304080k2(b2r32b16k24g32r32b2)k2"
"Weddslist", "", "Scottish Tartans Society", "MacNaughton, dress", "w#E0E0E0r#C00000k#000000g#008000b#304080r4(b4w52g50k28b26w52b4)r4"
"Weddslist", "", "Scottish Tartans Society", "MacNeil 1", "w#E0E0E0k#000000g#008000b#304080w4(b36k36g36k8)w4"
"Weddslist", "", "Scottish Tartans Society", "MacNeil 2", "w#E0E0E0p#800080k#000000g#008000w4(p20k20g18k6)w4"
"Weddslist", "", "Scottish Tartans Society", "MacNeil 3", "w#E0E0E0r#C00000k#000000g#008000b#304080b30(r6b30r6k30r6w4)g90"
"Weddslist", "", "Scottish Tartans Society", "MacNeil 4", "y#F0C000w#E0E0E0k#000000g#008000b#304080w4(b32k36g36k4)y4"
"Weddslist", "", "Scottish Tartans Society", "MacNeil 5", "y#F0C000w#E0E0E0k#000000g#008000b#304080w4(b48k48g48k20)y4"
"Weddslist", "", "Scottish Tartans Society", "MacNeil 6", "y#F0C000w#E0E0E0k#000000g#008000b#304080w6(b28k24g24k4)y6"
"Weddslist", "", "Scottish Tartans Society", "MacNeil 7", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080w2(r4b32k28g30k6)y2"
"Weddslist", "", "Scottish Tartans Society", "MacNeil 8", "y#F0C000w#E0E0E0p#800080k#000000g#008000w4(p66k66g66k12)y4"
"Weddslist", "", "Scottish Tartans Society", "MacNeil dress", "y#F0C000w#E0E0E0k#000000g#008000b#304080b36(k26g36y8g36k26w8b8w36b8w8b8w36b8w8k26b36)w8"
"Weddslist", "", "Scottish Tartans Society", "MacNeil of Colonsay", "w#E0E0E0r#C00000k#000000j#000050g#008000g16(k5g4k8g44k40g4j52r10j4r4j10)w6"
"Weddslist", "", "Scottish Tartans Society", "MacNeil of Colonsay ", "w#E0E0E0k#000000g#008000b#304080b16(g24w4g24k24b24)k8"
"Weddslist", "", "Scottish Tartans Society", "MacNeill", "o#101010w#E0E0E0r#C00000k#000000b#304080b10(r6b42o10b10o80k4o4)w2"
"Weddslist", "", "Scottish Tartans Society", "MacNeill ", "w#E0E0E0r#C00000p#800080k#000000g#008000p12(r2p40g12p12g48k2g4)w8"
"Weddslist", "", "Scottish Tartans Society", "MacNichol", "r#C00000k#000000g#008000b#304080g4(r16g24r4k8b2k16r16g4r16)k4"
"Weddslist", "", "Scottish Tartans Society", "MacNicol", "r#C00000k#000000g#008000b#304080r32(g8r32k32b4k12r8g60r32k8)r24"
"Weddslist", "", "Scottish Tartans Society", "MacNiven", "o#30A010w#E0E0E0r#C00000j#000050g#008000b#304080g18(o2j5r45b3j18b3r5)w2"
"Weddslist", "", "Scottish Tartans Society", "MacOrrell", "y#F0C000w#E0E0E0g#008000b#304080b10(y4b34g28w2g2w2g8)y4"
"Weddslist", "", "Scottish Tartans Society", "MacPhadran", "o#B0B0B0r#C00000k#000000g#008000b#304080g6(b24o2k24g26r4)g4"
"Weddslist", "", "Scottish Tartans Society", "MacPhail", "r#C00000k#000000g#008000a#5480B0k8(a4g52r12k28)r100"
"Weddslist", "", "Scottish Tartans Society", "MacPhail ", "r#C00000k#000000g#008000b#304080a#5480B0k8(a4g52r12b28)r100"
"Weddslist", "", "Scottish Tartans Society", "MacPhail, hunting", "w#E0E0E0r#C00000k#000000g#008000b#304080r4(b46k28g32k4)w4"
"Weddslist", "", "Scottish Tartans Society", "MacPhee (B&W)", "w#E0E0E0k#000000k44(w6k6)w44"
"Weddslist", "", "Scottish Tartans Society", "MacPhee, MacFee or MacIvor", "w#E0E0E0k#000000k44(w6k6w22)k2"
"Weddslist", "", "Scottish Tartans Society", "MacPhee, MacFie", "y#F0C000w#E0E0E0r#C00000g#008000w2(r24g4r2g32r2g4r24)y2"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 1", "o#B0B0B0t#806050g#008000d#401000c#900030c8(t8o8c28o20t4d4t4o20t52o6g56c26o8)c26"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 10", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080r12(b4r12g20y2k20b12k2b4k2b12r12w4k4)r4"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 2", "w#E0E0E0r#C00000k#000000b#304080b6(r6k48r6b6r6w48r6)b6"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 3", "w#E0E0E0r#C00000k#000000a#5480B0r2(a2k22a2r2a2w22a2)r2"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 4", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080b6(y10r8k8b28w6y8r8k4r8y8w6g34w6k6r44)w6"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 5", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080b2(y6r6k4b16y6r4k2r4y6g16w2k2r24)w2"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 6", "y#F0C000w#E0E0E0r#C00000k#000000w6(r2w60k40w6k18)y2"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 7", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080r28(g6r28g26y4k28b12k4b4k4b12r18w4k4)r4"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 8", "y#F0C000w#E0E0E0r#C00000k#000000r4(w56k24w4k12)y4"
"Weddslist", "", "Scottish Tartans Society", "MacPherson 9", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080r12(b2r12g16y2k12b8k2b4k2b8r8w2k2)r2"
"Weddslist", "", "Scottish Tartans Society", "MacPherson of Cluny", "y#F0C000r#C00000p#800080g#008000g4(r14y4p4r140p72r10g84r4p4)r10"
"Weddslist", "", "Scottish Tartans Society", "MacPherson of Pitmain", "r#C00000n#808080k#000000b#304080b4(r4k32r4b4r4n32r4)b4"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, Blue & White", "y#F0C000w#E0E0E0r#C00000b#304080w10(r6w52b42w6b16)y6"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, Burgundy dress", "y#F0C000w#E0E0E0r#C00000k#000000w8(k4w50r42w6r16)y6"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, Red", "y#F0C000w#E0E0E0r#C00000p#800080w10(p6w52r40w6r16)y6"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, Red Cluny", "y#F0C000w#E0E0E0r#C00000k#000000r12(k6r58k46w8k14)y6"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, The Crubin Plaid", "y#F0C000w#E0E0E0r#C00000k#000000g#008000a#5480B0a6(r8y18r18k18a72y18r8k2r8y18g72w2k4)r320"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, Wilson's No 43", "y#F0C000w#E0E0E0r#C00000k#000000g#008000a#5480B0r36(a10r36g48y6k38a20k6a6k6a20r36w8k10)r10"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, dress", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080r4(k4w4r16b10k4b4k4b10k14y4g20w26b6)w26"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, dress (purple)", "w#E0E0E0p#800080k#000000a#5480B0w10(k6w62p52w8p20)a8"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, dress green", "y#F0C000w#E0E0E0r#C00000g#008000w10(r6w52g40w6g16)y6"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, dress red", "y#F0C000w#E0E0E0r#C00000f#800000w8(f4w50r42w6r16)y6"
"Weddslist", "", "Scottish Tartans Society", "MacPherson, of Cluny", "w#E0E0E0r#C00000k#000000w4(k22w8k56w70r6)w10"
"Weddslist", "", "Scottish Tartans Society", "MacQuarrie 1", "o#D03030r#C00000g#008000b#304080a#5480B0a4(r8b4r102g88o8r20o8g88r20b52r100a4)r8"
"Weddslist", "", "Scottish Tartans Society", "MacQuarrie 2", "r#C00000g#008000b#304080a#5480B0r4(a2r32b24r8g32)r12"
"Weddslist", "", "Scottish Tartans Society", "MacQuarrie 3", "r#C00000g#008000b#304080g4(r6g4r104g4r4b56r4g84r4g4r6)g4"
"Weddslist", "", "Scottish Tartans Society", "MacQuarrie 4", "r#C00000g#008000b#304080a#5480B0a2(r2b2r12g12r2g12r2b6r12a2)r2"
"Weddslist", "", "Scottish Tartans Society", "MacQuarrie 5", "r#C00000k#000000g#008000r8(g10r4k12r36k4)r8"
"Weddslist", "", "Scottish Tartans Society", "MacQuarrie 6", "r#C00000k#000000g#008000g2(r2g2r2g28r2k20r2g2r42g2r2)k2"
"Weddslist", "", "Scottish Tartans Society", "MacQuarrie 7", "x#004010r#C00000r32(x2r2x2r8)x24"
"Weddslist", "", "Scottish Tartans Society", "MacQuarrie, Ancient", "r#C00000k#000000g#008000b#304080b2(r4k2r14g16r4g16r4k8r20b2)r4"
"Weddslist", "", "Scottish Tartans Society", "MacQueen", "y#F0C000r#C00000k#000000k4(r12k4r12k24)y2"
"Weddslist", "", "Scottish Tartans Society", "MacQueen, variant", "y#F0C000r#C00000b#304080b4(r14b4r14b44)y4"
"Weddslist", "", "Scottish Tartans Society", "MacRae", "w#E0E0E0r#C00000g#008000b#304080g21(r5g21r21g5r4g5r21w4r5b21)r4"
"Weddslist", "", "Scottish Tartans Society", "MacRae ", "w#E0E0E0r#C00000i#003000b#304080i16(r4i16r16b4r4b4r4b4r16b4r4b4r4b4r16w4r4b16r4b16r4w4r16i4r4i4r16i16r4)i16"
"Weddslist", "", "Scottish Tartans Society", "MacRae ", "w#E0E0E0r#C00000k#000000g#008000b#304080g24(k6g24k6g24r4g6k2b6w2b6k2g6r4g24k6)g24"
"Weddslist", "", "Scottish Tartans Society", "MacRae ", "w#E0E0E0r#C00000k#000000g#008000b#304080r8(k6g12w6g6k26b26k6b26k26g12r6g14k6)g12"
"Weddslist", "", "Scottish Tartans Society", "MacRae of Conchra", "o#102040y#F0C000w#E0E0E0r#C00000r4(w32o32)y4"
"Weddslist", "", "Scottish Tartans Society", "MacRae of Conchra ", "w#E0E0E0r#C00000k#000000k10(w74r74)w10"
"Weddslist", "", "Scottish Tartans Society", "MacRae of Conchra ", "w#E0E0E0r#C00000j#000050i#003000i20(r3i20r20j3r3j6r3j3r20j3r3j6r3j3r20w3r4j20)r4"
"Weddslist", "", "Scottish Tartans Society", "MacRae of Inverinate", "y#F0C000w#E0E0E0r#C00000g#008000b#304080b30(r10b30r10b30r46g4r6g4r6g4r10w10r10g4r6g4r6g4r46g46r10g30r10g46r46g4r6g4r6g4r10y10r10g4r6g4r6g4)r46"
"Weddslist", "", "Scottish Tartans Society", "MacRae, (MacCrae)", "w#E0E0E0p#800080g#008000p50(g12p50g52p4g4p8g4p4g52p4g4p8g4p4g52w6g14p58g12p58g14w6g52p10g14p10g52p50g12)p50"
"Weddslist", "", "Scottish Tartans Society", "MacRae, (Rae)", "p#800080g#008000p28(g6p28g28p2g2p4g2p2g28p2g2p4g2p2g28p32g6p32g28p6g6p6g28p28g6)p28"
