"Source","Source ID","Category","Name","Palette","Threadcount","Overview","Comment","Copyright","Update date"
"Weddslist","","Scottish Tartans Society","Rothesay","Y#f0c000; T#806050; N#808080; K#000000; H#006030; ","H/6 N24 Y4 K20 T20 Y6 T/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Rothesay, Duke of","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","R/4 W56 B8 W4 K12 W4 G14 R8 K2 R4 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Rothesay, Duke of","W#e0e0e0; R#c00000; K#000000; B#304080; ","R/12 W112 B18 W16 K32 W8 K6 W8 K6 W72 R72 K6 R24 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Rothesay, Red","W#e0e0e0; R#c00000; G#008000; ","W/8 R44 G6 R6 G6 R6 G26 R8 G26 R6 G6 R6 G6 R46 W4 R4 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Rothesay, hunting","W#e0e0e0; R#c00000; G#008000; ","W/4 G64 R4 G6 R4 G8 R32 G8 R32 G8 R4 G6 R4 G64 W2 G2 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Round Table","W#e0e0e0; K#000000; J#000050; B#304080; A#5480b0; ","A/22 J4 A22 K4 J4 A10 W4 A10 W4 A10 J20 A2 B4 A2 J20 K8 A10 K4 A10 K8 J4 A4 J4 A22 B4 A/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Round Table of Britain and Ireland, RtbI.","T#806050; R#c00000; J#000050; G#008000; D#401000; ","J/94 G28 D10 T4 R6 G/14","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Rowan","Y#f0c000; K#000000; G#008000; B#304080; ","B/2 K2 B16 Y2 G24 Y2 B16 K2 B/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Roxburgh","W#e0e0e0; R#c00000; G#008000; B#304080; ","B/4 R2 G32 B16 W2 B2 W2 B/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Roxburgh, Red","W#e0e0e0; R#c00000; I#003000; B#304080; ","B/6 I52 B6 R6 B40 R6 B6 R52 I10 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Air Force Lossiemouth","H#006030; I#000050; O#c0c0c0; Y#f0c000; R#c00000; K#000000; G#008000; A#5480b0; ","O/8 A48 R6 A48 G8 I20 K54 H6 K14 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal British Legion, The","I#30a010; O#8080d0; R#c00000; K#000000; G#008000; B#304080; ","O/8 I4 B16 K6 G40 O4 R/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Canadian Air Force","W#e0e0e0; K#000000; J#000050; C#900030; A#5480b0; ","C/6 A14 K2 C4 K2 A24 K8 W6 K4 C2 K2 C2 J6 C4 J8 C/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Canadian Air Force","W#e0e0e0; M#802040; K#000000; J#000050; A#5480b0; ","M/4 A6 K1 M2 K1 A14 K3 W3 K2 M2 K2 M2 J4 M2 J6 M2 J6 M/3","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Canadian Mounted Police","O#8080d0; Y#f0c000; W#e0e0e0; S#c00020; R#c00000; Q#000030; J#000050; G#008000; ","J/152 O2 Q4 W2 G28 R10 Q26 S1 Y/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal College of Physicians of Edinburgh","Y#f0c000; R#c00000; K#000000; J#000050; I#003000; ","Y/8 I66 R8 K28 R8 J/56","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal College of Surgeons of Edinburgh","I#505050; O#102040; W#e0e0e0; K#000000; A#5480b0; ","A/8 O32 K4 O4 K4 O4 K26 I40 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Columbian","W#e0e0e0; V#908000; R#c00000; G#008000; B#304080; A#5480b0; ","B/50 A50 R4 A50 G50 V4 G50 B50 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Highland","O#b0b0b0; R#c00000; K#000000; G#008000; B#304080; ","B/6 R6 B34 K34 G34 O/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Marines Condor","Y#f0c000; R#c00000; Q#000030; K#000000; G#008000; ","K/10 R6 K54 Q74 R10 G4 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Pharmaceutical, Society","I#a08060; O#c0c0c0; W#e0e0e0; T#806050; M#802040; G#008000; ","T/6 O4 G38 O12 G4 O12 I28 M8 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Scottish Assurance","X#004010; W#e0e0e0; R#c00000; K#000000; B#304080; ","R/30 W2 R8 W4 R4 K4 R16 X22 B/52","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Scottish Pipe Band Association","O#c0c0c0; Y#f0c000; R#c00000; K#000000; G#008000; A#5480b0; ","O/12 K2 A40 R4 G6 R4 K30 R4 G6 R4 K12 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stewart","O#30a010; Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; ","R/72 O8 K12 Y4 K4 W4 K4 G16 R8 K4 R4 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stewart","Y#f0c000; W#e0e0e0; R#c00000; K#000000; B#304080; ","R/14 B4 K4 Y2 K4 R4 K2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stewart","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","R/87 B8 K11 Y2 K3 W2 K3 G13 R11 K2 R5 W/3","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stewart","Y#f0c000; W#e0e0e0; R#c00000; K#000000; I#003000; A#5480b0; ","R/128 A24 K32 Y4 K8 W6 I64 R16 K8 R6 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stewart","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","R/40 A28 K34 Y4 K6 W6 K6 G48 R28 K8 R8 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stewart, (Variant)","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","G/64 A4 K14 Y2 K2 W2 K4 R14 G10 K2 G6 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stewart, (Variant)","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; A#5480b0; ","A/57 B4 K8 Y4 K4 A4 K4 G8 R6 K4 R4 A/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stewart, (Variant)","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/81 R4 B8 R8 B4 R12 W16 K8 W32 K16 Y6 B8 G16 R8 W4 R/24","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stuart / Stewart","W#e0e0e0; R#c00000; K#000000; G#008000; ","R/6 W56 K4 W4 K4 W4 G24 R16 K2 R2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stuart / Stewart","W#e0e0e0; K#000000; ","K/72 W8 K12 W2 K2 W2 K2 W16 K8 W2 K/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Stuart / Stewart","W#e0e0e0; N#808080; K#000000; ","K/8 N11 K16 N4 K4 W4 K4 W19 K14 W4 K/14","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal Yaght Britannia, The","O#606080; Y#f0c000; W#e0e0e0; R#c00000; K#000000; J#000050; ","K/86 Y6 O2 W2 J2 Y6 J50 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Royal and Ancient, The","T#806050; G#008000; B#304080; ","B/12 T4 B4 T6 B32 G/98","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Russell, or Mitchell or Hunter or Galbraith","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","K/4 G24 K24 R2 B24 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Rust","O#8080d0; Y#f0c000; W#e0e0e0; R#c00000; P#800080; K#000000; G#008000; ","O/4 R2 K4 G24 Y4 G24 K24 P24 W4 P24 K4 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ruthven","W#e0e0e0; R#c00000; G#008000; B#304080; ","R/4 G2 R60 B36 G30 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ruxton","Y#f0c000; W#e0e0e0; M#802040; K#000000; B#304080; ","M/42 K6 Y2 K2 W6 K6 B2 K6 B16 K38 Y8 K4 Y2 K14 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ruxton, dress","Y#f0c000; W#e0e0e0; M#802040; K#000000; B#304080; ","M/8 Y8 B18 W6 Y4 K18 B42 Y4 B4 Y4 B16 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ruxton, hunting","Y#f0c000; W#e0e0e0; M#802040; K#000000; B#304080; ","M/32 W2 M2 W6 M4 B8 M30 W2 M2 Y6 B32 K2 B4 M16 Y2 M/34","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","S.C.O.T.S.","W#e0e0e0; S#c00020; J#000050; B#304080; ","B/110 J36 W6 J4 S4 J/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sabrettes","W#e0e0e0; R#c00000; N#808080; K#000000; G#008000; ","R/30 K10 W4 N14 K8 W16 K4 R10 R42 K10 N4 W4 K14 W4 R10 W4 G/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Safeway","R#c00000; K#000000; G#008000; B#304080; ","B/6 K6 B38 K40 G38 K4 R9 K4 G38 K40 B6 K6 B6 K6 B/38","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Saint Joseph de Sorel","O#30a010; Z#906030; Y#f0c000; W#e0e0e0; R#c00000; N#808080; A#5480b0; ","A/16 W2 A6 W2 A6 W2 A16 Y4 N18 O4 Z10 O4 R/24","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Salt Lake County","W#e0e0e0; M#802040; K#000000; ","K/8 M80 K2 M6 K2 W6 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Salvation Army, Hunting","Y#f0c000; K#000000; G#008000; B#304080; ","B/20 G32 K4 Y8 K4 G32 B/160","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Salvation Army, dress","Y#f0c000; R#c00000; K#000000; B#304080; ","B/20 R32 K4 Y8 K4 R42 B/160","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sanix Large Muted","O#d08010; R#c00000; B#304080; ","B/6 O60 B80 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sanix Modern","O#30a010; Y#f0c000; R#c00000; K#000000; B#304080; ","R/4 B32 K22 O38 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sarna","T#806050; R#c00000; G#008000; ","G/14 T4 R2 T4 G4 T4 R2 T22 R10 T4 R2 T4 R4 T4 R2 T/26","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sarna","Y#f0c000; T#806050; R#c00000; P#800080; G#008000; ","G/8 Y2 T4 P4 G3 P4 T42 G4 R3 G4 T4 P5 R/3 // T/82 R4 G4 R4 T4 Y2 T/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Saskatchewan","O#d08010; Y#f0c000; X#004010; W#e0e0e0; T#806050; R#c00000; K#000000; ","W/4 K2 X12 T22 O52 R4 O2 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sawyer","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; A#5480b0; ","G/8 W4 G40 B4 K16 R32 A4 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scoepaig, fragment","R#c00000; K#000000; G#008000; A#5480b0; ","K/20 A2 K2 R20 A2 K2 A2 R20 G12 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotch House 2000, antique","X#004010; T#806050; R#c00000; K#000000; B#304080; ","B/44 R6 B4 R6 B4 K34 T36 X/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotch House 2000, dress","O#30a010; Y#f0c000; X#004010; W#e0e0e0; R#c00000; K#000000; ","X/44 W6 K4 Y6 K38 R36 O/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotch House 2000, original","Z#906030; X#004010; R#c00000; K#000000; J#000050; ","J/44 R6 J4 R6 J4 K34 X36 Z/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotch Whisky, Heritage","W#e0e0e0; R#c00000; K#000000; J#000050; G#008000; ","J/73 G16 J10 R8 J10 K4 J10 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotch, House Cailean","O#8080d0; W#e0e0e0; T#806050; R#c00000; B#304080; ","T/6 B30 O4 B4 O4 B6 O12 T38 R6 T4 W4 T/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotia","O#8080d0; W#e0e0e0; T#806050; P#800080; J#000050; G#008000; ","O/6 J6 W4 T16 J6 O22 P14 G/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotia","Y#f0c000; W#e0e0e0; T#806050; R#c00000; G#008000; B#304080; ","W/4 B58 G28 T4 W18 B14 R3 B8 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotland 2000","Y#f0c000; W#e0e0e0; M#802040; G#008000; B#304080; ","M/10 Y4 M70 G12 M4 G12 B76 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotland the Brave","O#800070; W#e0e0e0; Q#000030; P#800080; K#000000; I#003000; ","Q/12 W2 Q80 P2 K24 I24 P12 I4 O4 I/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotland's Own","W#e0e0e0; P#800080; K#000000; B#304080; ","B/4 P4 B8 K20 B4 K4 B4 P8 K30 B60 W2 B/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scotsman","O#102040; X#004010; P#800080; K#000000; ","X/42 K28 X18 O42 K6 O24 P/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott","W#e0e0e0; K#000000; ","K/124 W8 K16 W4 K4 W4 K4 W4 K4 W4 K12 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott","W#e0e0e0; K#000000; ","W/4 K2 W12 K12 W4 K2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott","W#e0e0e0; R#c00000; K#000000; G#008000; ","R/32 G16 R4 G4 W4 G4 R4 G4 W4 G4 R4 G16 R32 K2 R4 G6 R4 K/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","G/16 K6 W6 K12 Y8 B24 G12 K16 G24 R6 G6 W6 G6 K/16","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott, (MacRae)","W#e0e0e0; R#c00000; K#000000; B#304080; ","R/4 K8 B4 W2 K32 W2 B6 W32 B4 W12 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott, Sir Walter","W#e0e0e0; K#000000; ","W/4 K2 W12 K12 W4 K2 W2 K2 W4 K12 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott, Sir Walter","W#e0e0e0; R#c00000; K#000000; B#304080; ","R/6 W6 B10 W14 K14 W14 K14 W14 K14 W14 K14 W14 K14 W14 K/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott, Sir Walter","P#800080; K#000000; G#008000; A#5480b0; ","K/6 P18 K22 A4 G18 K/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott, Sir Walter","W#e0e0e0; R#c00000; K#000000; B#304080; ","K/4 W4 K4 W4 K4 W4 B3 W2 R/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott, dress","W#e0e0e0; R#c00000; K#000000; G#008000; ","G/8 R4 K2 W60 R20 G28 R8 G10 W4 G10 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott, hunting","W#e0e0e0; U#703000; R#c00000; G#008000; ","R/2 G4 W4 G4 R4 G16 U28 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott, hunting special","O#d03030; Y#f0c000; W#e0e0e0; I#003000; G#008000; B#304080; ","I/7 G4 W2 G5 O2 G16 I16 G4 B14 Y2 I6 W2 I2 G/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scott, red","W#e0e0e0; R#c00000; K#000000; G#008000; ","G/8 R6 K2 R56 G28 R8 G8 W6 G8 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Airports","I#102040; O#800070; K#000000; G#008000; ","O/8 I36 K34 I6 G36 I/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Claymores","W#e0e0e0; Q#000030; K#000000; B#304080; ","K/4 B30 K6 B30 K16 W10 K16 Q48 W4 Q/18","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Cultural Society Ltd","Y#f0c000; W#e0e0e0; P#800080; K#000000; G#008000; B#304080; ","P/4 G6 K16 Y2 K2 B6 W2 B2 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Express International","O#8080d0; Q#000030; K#000000; B#304080; ","B/6 K29 O6 K29 B50 Q/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Highlander, dress","O#c0a0e0; W#e0e0e0; N#808080; M#802040; J#000050; ","J/8 N6 M4 N52 J30 O6 W4 O/52","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Knights Templar, of M.T.S.","W#e0e0e0; R#c00000; K#000000; B#304080; ","B/4 R4 K4 W6 K8 W10 K12 B40 R4 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Knights Templar, of M.T.S. International","W#e0e0e0; R#c00000; K#000000; B#304080; ","B/4 R2 K4 W6 K8 W10 K12 B40 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Knights Templar, of M.T.S. St Andrew","W#e0e0e0; R#c00000; K#000000; B#304080; ","B/4 R2 K4 W6 K8 W10 K12 B40 R2 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Motor Trade Association","O#30a010; W#e0e0e0; K#000000; J#000050; G#008000; B#304080; ","G/12 J4 O54 B26 K4 W8 J18 B44 W3 J12 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish National","W#e0e0e0; R#c00000; K#000000; J#000050; G#008000; ","J/26 W4 J4 R4 J4 K24 G24 K4 G6 K4 G24 K24 J24 K4 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish National (hunting)","O#600030; P#800080; N#808080; G#008000; D#401000; ","N/130 P6 G6 P6 G32 D16 G6 D6 O/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish National, dress","O#30a010; X#004010; W#e0e0e0; K#000000; ","X/22 K4 X6 K4 X22 K16 O4 O4 O4 W4 O22 O4 O4 O4 K16 X22 K4 X6 K4 X22 O24 W22 O/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Netball Association","R#c00000; P#800080; G#008000; B#304080; ","G/4 P40 B18 P40 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Netball Association","P#800080; G#008000; C#900030; ","P/6 G28 C4 P20 G4 C28 P/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Nuclear","W#e0e0e0; R#c00000; K#000000; B#304080; ","R/8 B64 K30 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Parliament","Y#f0c000; Q#000030; M#802040; K#000000; G#008000; B#304080; ","B/16 G22 K6 G22 M24 Q20 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Rugby Union","O#c0a0e0; W#e0e0e0; Q#000030; K#000000; G#008000; ","Q/6 K4 Q44 K18 G4 O4 G4 O4 G16 K4 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Scouts","I#c0c0c0; O#505050; N#808080; ","N/22 O4 N4 O4 N4 O24 I24 O4 I24 O24 N22 O4 N/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Scouts","Y#f0c000; R#c00000; G#008000; B#304080; ","R/6 G44 B32 G28 R4 G12 Y/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Watch","Y#f0c000; R#c00000; G#008000; ","R/104 G39 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scottish Women's Rural Institutes","Y#f0c000; K#000000; G#008000; B#304080; A#5480b0; ","B/12 A4 B40 K30 G40 Y4 G12 A4 G40 K30 B40 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Scrymgeour","V#908000; R#c00000; K#000000; B#304080; ","R/90 K6 V12 B18 R12 K6 V/90","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Seattle","Y#f0c000; W#e0e0e0; R#c00000; G#008000; B#304080; ","G/56 W4 B8 R4 G4 R4 B8 W4 G16 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Selkirk","I#800070; O#407040; W#e0e0e0; R#c00000; K#000000; J#000050; B#304080; ","B/48 O4 R24 K4 W4 K6 I4 K6 B8 K6 I4 K6 W4 K4 J24 O4 J/48","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Seller, Sillar","Y#f0c000; W#e0e0e0; T#806050; R#c00000; K#000000; A#5480b0; ","W/126 K8 A18 Y4 A8 Y4 A8 T22 R16 A4 R8 W/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Seller, Sillar","Y#f0c000; W#e0e0e0; T#806050; R#c00000; K#000000; B#304080; A#5480b0; ","T/126 K8 A18 Y4 B8 Y4 B8 T22 R16 A4 R8 W/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Seller, Sillar","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","G/92 K6 B12 Y4 B6 Y4 B6 G14 R12 B4 R6 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sempill","R#c00000; K#000000; G#008000; B#304080; A#5480b0; ","B/6 K6 B38 K30 R4 G38 K2 A6 K2 G38 R4 K30 B6 K6 B6 K6 B/44","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Semple","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","R/8 B22 K6 B6 K6 B8 K30 G72 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Service, of Drymen","Y#f0c000; W#e0e0e0; R#c00000; N#808080; K#000000; G#008000; B#304080; ","R/4 B28 K4 N10 G6 W2 G6 W2 G6 K2 G6 K2 G6 N10 K4 B28 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Seton","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","G/12 W2 G24 R8 B8 R4 K8 R64 G2 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Seton, hunting","W#e0e0e0; T#806050; R#c00000; G#008000; ","G/12 W2 G24 T8 R8 T4 R8 T64 G2 T/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Shaw","R#c00000; K#000000; G#008000; B#304080; ","G/48 K4 B6 K4 B16 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Shaw of Tordarroch","R#c00000; P#800080; K#000000; G#008000; A#5480b0; ","A/10 K2 R60 P30 R16 G60 R16 P/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Shaw of Tordarroch, hunting","I#607030; R#c00000; P#800080; K#000000; A#5480b0; ","A/10 K2 I60 P30 R16 I60 R16 P/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Shepherd","W#e0e0e0; K#000000; ","K15 W15","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Shepherd Check","W#e0e0e0; K#000000; ","K28 W28","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ship Hector","Y#f0c000; W#e0e0e0; K#000000; G#008000; B#304080; ","K/4 B9 Y6 B22 G4 W20 G6 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sidney, (Nova Scotia)","W#e0e0e0; O#ff8500; N#808080; K#000000; ","N/32 K8 W4 K8 N12 O22 N4 O/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Simple Technology","W#e0e0e0; R#c00000; I#003000; G#008000; B#304080; ","R/6 G56 B18 I36 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sinclair","W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","R/30 A6 W2 K5 G12 R/30","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sinclair","W#e0e0e0; R#c00000; N#808080; G#008000; B#304080; ","G/20 R6 G60 N20 W4 B30 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sinclair","W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","R/56 A12 W2 K8 G32 R/56","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sinclair dress","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/8 R4 B64 K20 G8 W44 G/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sinclair, Sir John","Y#f0c000; K#000000; G#008000; B#304080; ","B/32 K12 G16 Y/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sinclair, The Jack","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/8 R4 B78 K22 G4 W32 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Sinclair, hunting","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","G/4 R2 G60 K32 W2 B32 R/4","","","","2016/10/31 08:48:48"
