"Source","Source ID","Category","Name","Palette","Threadcount","Overview","Comment","Copyright","Update date"
"Weddslist","","Scottish Tartans Society","Edinburgh International Conference Centre","Z#906030; T#806050; K#000000; B#304080; ","B/6 Z48 K40 T6 B38 T/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Edinburgh Marketing","W#e0e0e0; R#c00000; J#000050; ","J/38 R6 J6 R9 W5 R12 J8 R/16","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Edinburgh, '86","O#8080d0; W#e0e0e0; R#c00000; B#304080; ","B/6 W2 B2 W2 B4 W6 B28 O4 B4 O45 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Edinburgh, '86 Border","O#8080d0; W#e0e0e0; R#c00000; N#808080; B#304080; ","B/2 O4 B4 O4 B4 O78 B4 O4 B4 O4 B2 R2 B2 N2 B20 W6 B4 W2 B2 W2 B6 W2 B2 W2 B4 W6 B20 N2 B2 R/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Edinburgh, Military Tattoo","O#8080d0; W#e0e0e0; R#c00000; K#000000; B#304080; ","K/8 R10 B6 R24 O36 W8 K8 W8 K8 W8 K8 W8 B36 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Edinburgh, Military Tattoo dress","O#8080d0; W#e0e0e0; R#c00000; K#000000; B#304080; ","K/12 W22 O22 R26 B34 W20 K4 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Edinburgh, dress","W#e0e0e0; R#c00000; P#800080; K#000000; G#008000; B#304080; ","R/6 G6 B28 P14 G6 P6 G6 W60 K4 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Edzell, U.S. Navy","W#e0e0e0; R#c00000; J#000050; B#304080; ","J/90 B14 W6 B54 R2 B/14","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Edzell, U.S. Navy","W#e0e0e0; R#c00000; J#000050; B#304080; ","J/104 B16 W8 B66 R3 B/16","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Eglinton","R#c00000; K#000000; G#008000; A#5480b0; ","K/6 G6 K6 A32 K6 R6 K/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Eidart, Scotch House","W#e0e0e0; R#c00000; N#808080; B#304080; ","B/6 R34 B4 R4 B4 R6 B12 N40 W6 N4 W4 N/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Elgin - Landshut","O#8080d0; W#e0e0e0; R#c00000; Q#000030; K#000000; G#008000; ","R/8 Q48 G8 K8 G8 K8 G48 K8 O8 K8 Q24 K24 G24 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Elliot","R#c00000; M#802040; B#304080; ","B/32 M8 B6 R/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Elphinstone","P#800080; G#008000; ","P/6 G2 P6 G/24","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Encyclopedia, Britannica","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/36 K6 B12 K6 B12 K10 G24 R8 G24 K10 B36 K8 W10 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Englehart","Y#f0c000; R#c00000; G#008000; B#304080; ","G/106 R26 B4 Y/44","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ensemble Pour l'Avenir","W#e0e0e0; R#c00000; N#808080; B#304080; ","B/6 N2 B4 R28 N4 R2 N4 B20 R20 B20 W4 R4 W4 R28 N12 R20 B20 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ensign, of Ontario","Y#f0c000; T#806050; R#c00000; K#000000; G#008000; ","G/42 K2 R8 K2 T42 G6 T6 G6 T42 G6 Y8 G42 T6 G6 T/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Erskine","R#c00000; G#008000; ","R/8 G2 R56 G48 R2 G/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Erskine","R#c00000; K#000000; ","K/12 R6 K56 R56 K6 R/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Erskine","R#c00000; K#000000; ","K/62 R8 K94 R94 K8 R/62","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Erskine, (Red)","W#e0e0e0; R#c00000; ","R/12 W4 R58 W58 R4 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Erskine, Blanket","W#e0e0e0; B#304080; ","B/8 W8 B40 W40 B8 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Erskine, Green","W#e0e0e0; G#008000; ","G/12 W4 G58 W58 G4 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Erskine, dress","W#e0e0e0; B#304080; ","B/12 W4 B58 W58 B4 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Erskine, hunting","I#003000; G#008000; ","G/10 I6 G48 I48 G6 I/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Erskine, or Ramsay","W#e0e0e0; K#000000; ","K/12 W6 K54 W54 K6 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Essex, County Ontario","O#30a010; Y#f0c000; W#e0e0e0; R#c00000; K#000000; I#003000; G#008000; A#5480b0; ","W/4 R4 A12 I8 G10 O6 K2 R8 K2 Y/60","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Estes","O#30a010; Y#f0c000; W#e0e0e0; R#c00000; K#000000; B#304080; ","R/12 O4 R4 O16 K4 Y4 K4 Y4 K20 B4 K4 B46 W4 B4 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Etienne, Paschal Tache Sir...","Y#f0c000; W#e0e0e0; T#806050; R#c00000; G#008000; B#304080; ","W/6 T2 R58 T32 G46 B6 G6 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ettrick","R#c00000; K#000000; ","K/12 R62 K62 R/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","European Union","O#30a010; Y#f0c000; W#e0e0e0; ","W/6 O64 Y2 O20 Y38 O20 O/1","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Exabyte","O#c0c0c0; W#e0e0e0; M#802040; G#008000; B#304080; ","M/6 O70 B8 G94 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Falkirk","Y#f0c000; T#806050; R#c00000; K#000000; B#304080; ","B/16 T54 Y4 R6 Y4 T54 B44 K4 B8 K4 B8 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Farquharson","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","R/4 B8 K2 B2 K2 B2 K16 G16 Y4 G16 K16 B16 K2 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Farquharson","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","B/42 K2 B2 K2 B2 K20 G44 R4 G44 K20 B32 K2 B4 K2 B32 K20 G44 Y4 G44 K20 B2 K2 B2 K2 B/14","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Federal Bureaux of Investigation","W#e0e0e0; R#c00000; B#304080; A#5480b0; ","A/120 B38 W6 B4 R4 B/14","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ferguson","R#c00000; G#008000; B#304080; ","B/24 G20 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ferguson","R#c00000; K#000000; G#008000; B#304080; ","G/8 B48 R6 K48 G50 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ferguson of Athol","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/48 K16 G16 R4 G16 K2 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ferguson of Balquhidder","R#c00000; K#000000; G#008000; B#304080; ","G/4 B24 R2 K24 G24 K/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ferguson, (Old)","R#c00000; G#008000; B#304080; ","B/30 R4 G/34","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ferguson, Plaid","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; ","R/192 W12 K12 G8 Y24 G8 R/24","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ferguson, Unidentified","W#e0e0e0; R#c00000; P#800080; K#000000; G#008000; ","P/144 K80 G46 R8 G46 K4 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ferguson, dress","W#e0e0e0; R#c00000; J#000050; G#008000; A#5480b0; ","A/68 J48 W36 R6 W36 G4 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Ferguson, dress","W#e0e0e0; K#000000; I#003000; C#900030; B#304080; ","B/68 K42 W32 C5 W32 I4 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fermanagh","I#ffe000; O#30a010; V#908000; J#000050; G#008000; A#5480b0; ","G/6 A6 O4 A6 I4 A4 I4 A26 J8 G6 J6 G6 J6 G6 J6 A40 V/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fiddes","O#d03030; R#c00000; P#800080; G#008000; ","P/16 G16 P16 R64 O6 P24 R22 G/24","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fiddes","R#c00000; G#008000; B#304080; ","B/36 G10 B12 R50 B12 R10 B10 R12 B36 R24 G/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fiddes","R#c00000; G#008000; B#304080; ","B/24 G16 B16 R40 B14 R12 B8 R12 B32 R24 G/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fiddes","R#c00000; P#800080; K#000000; G#008000; ","G/24 R22 P24 K2 P2 K2 R64 P16 G16 P16 G16 R64 K2 P2 K2 P24 R22 G/24","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fife","Y#f0c000; R#c00000; K#000000; B#304080; A#5480b0; ","B/62 A8 B12 K38 R40 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fife, Duchess of..","K#000000; G#008000; B#304080; ","G/60 K24 G12 K12 B4 K/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fife, Duke of..","R#c00000; K#000000; G#008000; ","G/64 K12 G8 K16 R2 K/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Finnlaggan","W#e0e0e0; R#c00000; I#003000; B#304080; ","I/14 W2 I36 B12 R36 I/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Finzean, Fancy","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; C#900030; A#5480b0; ","W/4 C2 R108 K8 W4 G56 Y24 R12 K4 R12 Y24 A56 K12 R12 Y16 W/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fitzgerald","W#e0e0e0; R#c00000; G#008000; B#304080; ","B/6 R8 W6 R30 B8 R8 B26 R8 G26 R8 B8 R30 W6 R8 B/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fitzgerald dress","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; C#900030; B#304080; A#5480b0; ","W/4 K2 R6 A6 R6 C6 R24 C6 R6 B6 R6 B38 Y6 G38 R6 B6 R6 C6 R24 C6 R6 A6 R6 K2 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fitzgerald, Blue","W#e0e0e0; R#c00000; K#000000; B#304080; A#5480b0; ","R/6 B42 R6 B6 K26 B26 A6 B6 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fitzgerald, hunting","O#c0a0e0; W#e0e0e0; R#c00000; K#000000; J#000050; G#008000; A#5480b0; ","R/2 O6 G24 J8 R4 J8 K26 J26 A6 J6 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fitzgerald/Baluchistan","W#e0e0e0; G#008000; C#900030; ","C/10 G40 C10 G6 C8 G10 C72 G2 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fitzpatrick","Y#f0c000; K#000000; G#008000; B#304080; ","G/4 K32 B4 K32 G32 Y8 G12 Y4 G/20","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fitzpatrick","Y#f0c000; W#e0e0e0; K#000000; G#008000; B#304080; ","W/4 K12 B6 K24 B4 G22 W22 Y6 W4 Y4 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fleming /Frisken/Flanders","Y#f0c000; W#e0e0e0; K#000000; B#304080; ","B/32 K6 B6 K6 B6 K32 B33 K4 Y8 K4 B33 K32 B34 K4 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fletcher","R#c00000; K#000000; G#008000; B#304080; ","B/12 K2 B12 K16 R2 G16 K/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fletcher","R#c00000; K#000000; G#008000; B#304080; ","B/22 K6 B6 K6 B6 K22 R6 G26 K6 G26 R6 K22 B22 K6 B/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fletcher of Dunans","R#c00000; K#000000; G#008000; B#304080; ","B/12 K2 B12 K16 R2 G16 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Flora MacDonald dancing","W#e0e0e0; R#c00000; I#003000; B#304080; ","R/6 I16 B10 W6 I40 W6 B10 W6 B10 W44 B6 W16 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Flora, MacDonald","R#c00000; G#008000; B#304080; ","R/6 B6 R6 B20 G20 R6 G6 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Flora, MacDonald Plaid","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/48 K8 B8 K8 B8 K44 G28 R8 G8 R8 G16 K2 W12 K2 G16 R8 G8 R8 G28 K44 B36 R48 B36 K44 B48 W12 B48 K44 B8 K8 B8 K8 B/48","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Flower of Scotland","R#c00000; K#000000; G#008000; B#304080; ","B/3 G28 B3 K16 B28 R/3","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Follower's, Plaid","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","R/96 A16 K20 Y4 K6 W4 G50 R20 K6 R6 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; K#000000; G#008000; B#304080; ","B/34 K6 B6 K6 B6 K32 G30 K4 W6 K4 G30 K32 B32 K6 B/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; K#000000; G#008000; B#304080; ","B/16 K4 B4 K4 B4 K16 G14 K2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; K#000000; G#008000; B#304080; ","B/16 K2 B4 K2 B4 K12 G16 K2 W4 K2 G16 K12 B16 K2 B/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; K#000000; G#008000; B#304080; ","B/2 K2 B12 K12 G12 K2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; T#806050; K#000000; B#304080; ","B/56 K6 B12 K6 B12 K40 T56 K6 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","Y#f0c000; R#c00000; K#000000; G#008000; ","R/2 G32 K16 G8 K8 Y/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes Ancient","W#e0e0e0; K#000000; G#008000; B#304080; ","B/2 K12 B12 K12 G12 K2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes, dress","W#e0e0e0; K#000000; G#008000; B#304080; ","B/4 K4 B16 K16 G24 K2 W4 K2 G24 K16 W6 B6 W28 B4 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes, of Druminnor","I#402000; O#703000; W#e0e0e0; U#703000; G#008000; B#304080; ","B/4 O4 B16 I8 U4 G16 I2 W4 I2 G16 I12 B4 O4 B4 O4 B/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbo Nairn","K#000000; J#000050; G#008000; F#800000; A#5480b0; ","A/8 G32 K28 J48 F/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forde","V#908000; R#c00000; K#000000; G#008000; ","G/4 K4 V4 K8 R4 K4 R4 K8 V4 G/64","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forrester / Foster","Y#f0c000; W#e0e0e0; R#c00000; G#008000; B#304080; ","W/8 B12 W2 B30 R46 G30 Y2 G12 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forrester / Foster, hunting","O#30a010; Y#f0c000; W#e0e0e0; K#000000; G#008000; ","K/6 Y4 G36 W6 G36 K6 Y8 K6 O36 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forsyth","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","K/8 G44 Y4 K32 B36 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forsyth","Y#f0c000; S#c00020; K#000000; G#008000; A#5480b0; ","K/23 A25 S4 A25 K23 Y2 G25 K4 G25 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fort William","O#30a010; K#000000; G#008000; A#5480b0; ","G/34 A4 O4 A4 K42 A4 K6 G60 K4 A4 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forth","Y#f0c000; K#000000; G#008000; B#304080; A#5480b0; ","B/8 K6 B46 K18 G4 A4 G4 A4 G16 K4 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Frame","W#e0e0e0; R#c00000; B#304080; ","W/8 B28 R2 B2 W2 B2 R2 B28 R28 B2 R2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Franconian","Y#f0c000; W#e0e0e0; R#c00000; Q#000030; J#000050; G#008000; B#304080; ","Q/46 B10 Q10 G10 Q10 G50 J10 G10 Q10 G10 Q46 R10 Q10 Y10 Q46 G10 Q10 G10 Q10 G50 Q10 G10 Q10 B10 Q46 G14 R10 G10 W10 G10 R10 G/14","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser","W#e0e0e0; R#c00000; G#008000; ","W/4 R56 W4 R12 W4 G42 W4 G42 W4 R12 W4 G42 W4 G42 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser","W#e0e0e0; R#c00000; J#000050; I#003000; ","R/4 J24 R4 I24 R48 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser Gathering, Red","W#e0e0e0; R#c00000; J#000050; G#008000; ","W/4 R48 G4 J10 R8 G22 R4 J24 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser Gathering, dress","O#30a010; W#e0e0e0; R#c00000; J#000050; I#003000; G#008000; ","G/4 W48 O4 J10 I8 O22 I4 J24 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser Gathering, hunting","O#30a010; W#e0e0e0; R#c00000; J#000050; I#003000; ","W/4 I48 O4 J10 I8 O22 I4 J24 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser Hunting","T#806050; R#c00000; G#008000; B#304080; ","R/2 T8 G6 T2 B6 T/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser hunting","W#e0e0e0; T#806050; R#c00000; G#008000; B#304080; ","R/6 T36 G20 T4 B20 T4 B20 T4 G20 T36 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser hunting, dress","W#e0e0e0; T#806050; R#c00000; G#008000; B#304080; ","B/8 T48 G34 T6 W36 T6 W36 T6 G34 T48 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser of Altyre","R#c00000; G#008000; B#304080; ","B/4 R4 G80 R4 B4 R4 B9 R9 B80 R4 B4 R89 B4 R/9","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser of Lovat","W#e0e0e0; R#c00000; G#008000; B#304080; ","B/2 R2 B24 G24 R32 W4 R32 G24 R2 B2 R2 B/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Arisaid","O#600030; W#e0e0e0; Q#000030; ","Q/6 W4 Q20 O20 W64 O20 W4 Q6 W4 Q/28","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Arisaid","W#e0e0e0; G#008000; B#304080; ","B/6 W4 B20 G20 W64 G20 W4 B6 W4 B/28","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Red dress","W#e0e0e0; R#c00000; G#008000; F#800000; B#304080; ","W/8 R20 W50 G38 F8 B36 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Stewart of Athol","R#c00000; G#008000; B#304080; ","B/2 R2 B24 G24 R32 G4 R32 G24 R2 B2 R2 B/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Stewart of Athol","R#c00000; G#008000; B#304080; ","B/6 R6 B44 G40 R60 G8 R60 G40 R6 B6 R6 B/56","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Wedding dress","R#c00000; G#008000; B#304080; ","G/4 R6 B4 R96 B120 R42 G4 R42 G120 R96 B4 R6 G/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Yellow","Y#f0c000; W#e0e0e0; R#c00000; G#008000; B#304080; ","R/4 W4 Y54 G28 Y4 B28 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Yellow","Y#f0c000; W#e0e0e0; G#008000; B#304080; ","W/4 Y32 G12 Y4 B12 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, dress","W#e0e0e0; R#c00000; K#000000; G#008000; ","K/4 W27 G14 R6 K14 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, hunting","W#e0e0e0; T#806050; R#c00000; G#008000; B#304080; ","T/4 B28 T4 G28 T56 R8 T56 G28 T4 B28 T4 B28 T4 G28 T56 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fredericton","Y#f0c000; W#e0e0e0; R#c00000; P#800080; G#008000; A#5480b0; ","P/6 A2 W18 R12 G10 A4 W4 A4 W4 A4 G24 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fredericton","Y#f0c000; W#e0e0e0; R#c00000; P#800080; G#008000; A#5480b0; ","P/2 A2 W2 R4 G14 A12 W4 A4 W4 A4 G32 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fulton","Y#f0c000; R#c00000; M#802040; K#000000; G#008000; ","M/8 K4 G34 R12 G12 R12 G30 R40 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gallowater","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; A#5480b0; ","R/10 K18 A10 B18 G40 Y/5","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gallowater, New","Y#f0c000; W#e0e0e0; R#c00000; P#800080; K#000000; G#008000; A#5480b0; ","R/10 K32 A14 P32 W2 G42 Y/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gallowater, Old","Y#f0c000; P#800080; K#000000; G#008000; A#5480b0; ","Y/10 G40 P19 A10 K/19","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galloway","Y#f0c000; R#c00000; I#003000; G#008000; ","R/6 I2 G64 I64 G2 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galloway dress","Y#f0c000; R#c00000; G#008000; B#304080; ","G/4 R2 B32 R32 B2 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galloway, dress","W#e0e0e0; R#c00000; G#008000; B#304080; ","G/2 R2 B32 R32 B2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galloway, hunting","W#e0e0e0; R#c00000; I#003000; G#008000; ","R/6 I2 G64 I64 G2 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galt, Sir Alexander..","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","R/8 G44 K32 Y4 K6 W6 K4 B40 R16 K4 R8 K2 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galway","O#d00000; Z#906030; Q#000030; G#008000; ","O/8 G26 O6 Q8 O6 Q6 O80 Q8 O4 Z/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gammell","M#802040; J#000050; G#008000; D#401000; ","J/64 D6 J6 D6 J6 D20 G48 M/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gary","Y#f0c000; W#e0e0e0; R#c00000; P#800080; K#000000; ","P/4 R2 K8 Y4 K24 Y16 K24 Y4 K8 Y2 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/36 G8 K8 W8 G32 B8 G32 W8 K8 R10 G8 W8 G8 R10 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre, Arisaidh","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/40 G10 K10 W44 B10 W44 K4 Y4 K4 R12 G8 W8 G6 R8 K4 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre, Bodyguard","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","K/8 R10 G6 W8 G8 R10 K8 W8 G32 B8 G32 W8 K8 G8 R/36","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre, dress","W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","A/28 G8 K8 W8 G24 A8 G24 W8 K8 R12 G8 W8 G6 A8 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre, hunting","R#c00000; N#808080; K#000000; G#008000; B#304080; ","B/32 G8 K8 N44 B10 N44 K6 R10 G8 N8 G8 R8 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","George Brown","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","W/4 R6 K8 R16 G50 R8 K30 B58 Y/6","","","","2016/10/31 08:48:48"
