"Origin ID","Name","Alternative Name","Description","Category","Source","Origin URL"
"2641","Scotch House 2000, Antique","Scotch House 2000, Antique Commemorativr/Trade Tartan WR2636","One of a series of three tartans created by The Scotch House for the Millenium.","Other","The source of tartan 2636 was: Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2641.htm"
"2642","Lanark Highlands","Lanark Highlands WR2637","Lanark Highlands is a township in Lanark County, East Ontario. The tartan was accedited by the Scottish Tartans Society.","Other","Susi Reinink","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2642.htm"
"2643","Glengarry Highland Games","Glengarry Highland Games Corporate/Games Tartan WR2638","This games celebrated its 50th Anniversary in 1997. It is an event well known in North America for Piping and Pipeband competitions. For display purposes the thread count for this image has been doubled when compared to the original sample.","Other","The source of tartan 2638 was: Don S. Smith","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2643.htm"
"2644","Brabender","Brabender Name Tartan WR2639","For anyone with the name.","Other","The source of tartan 2639 was: Brian Hinnigan","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2644.htm"
"2646","Bartlett","Bartlett from Winnetka, Illinois WR2640","For the family of Christopher Bartlett from Illinois but also for anyone of that name.","Other","The source of tartan 2640 was: Scottish Tartans Society for Christopher Bartlett","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2646.htm"
"2647","Bundanoon","Bundanoon Corporate/District Tartan WR2641","Bundanoon is a district in New South Wales, Australia. The name means 'deep green gullies', hence the colour in the tartan.","Other","The source of tartan 2641 was: Peter Rocca","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2647.htm"
"2648","Southwick","Southwick Family Tartan WR2642","This is an old Galloway family. For anyone with the name through Tim Southwick, Canada.","Other","The source of tartan 2642 was: Tim Southwick","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2648.htm"
"2649","Sanix Modern","Sanix Modern Trade Tartan WR2643","Created for a Japanese customer for clothing items. 'Modern' in its title does not represent the shade. It was given this tag for simplicity to the customer.","Other","The source of tartan 2643 was: Claire Donaldson of House of Edgar (Woolens) Ltd.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2649.htm"
"2650","Sanix Large Muted","Sanix Large Muted Trade Tartan WR2644","Created for a Japanese customer for clothing items. 'Muted' in the title is part of the name (not a muted version of another design). This was done for simplicity for the customer.","Other","The source of tartan 2644 was: Claire Donaldson of House of Edgar (Woolens) Ltd.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2650.htm"
"2651","Scotsman","Scotsman Corporate Tartan WR2645","Firm and Newspaper founded in 1816 by Fife born Solicitor, William Ritchie and a Customs Officer Charles MacLaren. Richie being a sept of Macintosh, the design combines the two tartans plus the Scotsman corporate colours.","Other","The source of tartan 2645 was: Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2651.htm"
"2652","Holman","Holman Family Tartan WR2646","A tartan for Michael Holman from Mull.","Other","The source of tartan 2646 was: Not Stated","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2652.htm"
"2653","Rainbow","Rainbow Trade Tartan WR2647","A Registered Design under the Design Act No.602951. This display is expanded to twice the thread count of the sample.","Other","The source of tartan 2647 was: Messr. Ronnie Hek","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2653.htm"
"2654","Tokharian","Tokharian Trade Tartan WR2648","The 'Mummies of Urumchi' which were found in the Mongolian Desert were at least from 3000BC. They were clothed in various woven designs of which this was one.","Other","The source of tartan 2648 was: Messr. Ronnie Hek","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2654.htm"
"2655","Queen of the South","Queen of the South District/Trade Tartan WR2649","The design has been accepted by the Football club but, at this date (April 2000), it has not been adopted by the Dumfries-shire Council.","Other","The source of tartan 2649 was: Messr. Ronnie Heck","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2655.htm"
"2656","Coldstream","Coldstream Corporate/District Tartan WR2650","Chosen by a poll from four designs and adopted by District Council.","Other","The source of tartan 2650 was: Messr. Ronnie Hek","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2656.htm"
"2657","Souza Nery","Souza Nery Family Tartan WR2651","A private tartan for Bazil based family.","Other","The source of tartan 2651 was: Scottish Tartans Society (KGAL)","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2657.htm"
"2658","Oxford University","Oxford University Corporate/Education Tartan WR2652","The source of tartan 2652 was: Albion Highland for Oxford Limited","University","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2658.htm"
"2659","Oxford University","Oxford University Dress Corporate/Education Tartan WR2653","The source for tartan 2653 was: Albion Highland for Oxford Limited","University","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2659.htm"
"2661","McFadden","McFadden /MacFadden WR2656","This is a design patented as part of a Trade Mark. Weaving is restricted. Permission for use in any medium is from the designer and copyright holder, John McFadden.","Other","The source of tartan 2656 was: John McFadden from Aberdeen","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=2661.htm"
"3940","Dinwiddie","Dinwiddie 2660","For anyone with the name however spelt.","Other","Linda Clifford form The Knockomie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3940.htm"
"3941","Hammarby, The","Hammarby,The 2661","Hammarby is part of the city of Stockholm. The tartan is dedicated to the Football Club called Hammarby IF Fotboll who were Swedish Champions for the first time in 2001 after 104 years of competing","Other","Joacim Nieminen and Patrick McVey Gillion","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3941.htm"
"3943","O'Neill","O'Neill 2663","For anyone with the name. The colours reflect the Green and Saffron of Irish heritage.","Other","Linda Clifford form The Knockhomie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3943.htm"
"3944","Barton-Watson, de","Barton-Watson,de 2664","A personal design of Major A.J.S. de Barton-Watson and a private Tartan","Other","Major A.J.S. de Barton-Watson","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3944.htm"
"3947","Kentucky, Commonwealth of","Kentucky, Commonwealth of 2667","Passed by a resolution of the State Senate 20th January 2000. Proclaimed by Governor of Kentucky, Governor Patton 5th April 2000.","Other","Rupert Henry Furgerson II FSA Scot.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3947.htm"
"3948","Dollar Academy","Dollar Academy,The 2668","A re-designed tartan taken from the old Dollar Academy tartan which was created by a former pupil John Husband in the early 1930s (TS290).","Academy","Strathmore Woollen Co.Ltd.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3948.htm"
"3950","Veere","Veere 2670","The design uses White over check on Wilson's No 30 (TS244) with other changes. Veere is in Holland and had close ties in trade with the East coast ports of Scotland. The town being on the sea has a Scotland quay and a Scottish Church, now in AD2000, used as a Museum.","Other","Dorothie Sybenga-Botje","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3950.htm"
"3960","Antarctic","Antarctic 2701","Under the Design Act. No.602938 A tartan to help raise money for the British Antarctic Survey, a government organisation for scientifics study, and UK Antarctic Heritage Trust, a charity which conserves the Antarctic base of Scott, Shackleton etc..","Other","Rosalind Jones of Celtic Originals","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3960.htm"
"3980","Royal Navy","Royal Navy 2840","Design and copyright held by David McGill, International Tartans Edinburgh","Royal","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3980.htm"
"3981","Elmore","Elmore 2838","Specifically a Restricted family tartan for Brian Elmore son of Kathy and Cecil Elmore from Ohio and those asked and attached to the family.","Other","Brian Elmore","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3981.htm"
"3982","Soutar/Souter","Soutar/Souter 2834","For anyone with the name Soutar/Souter.","Other","Ronald Henry Soutar and Robin Scott Soutar","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3982.htm"
"3985","Norham and Ladykirk","Norham and Ladykirk 2833","Northam is a Primary School on the Scottish border between Berwickshire and Northumberland","Other","Messrs Ronnie Hek","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3985.htm"
"3986","Slanj","Slanj, The 2832","Created for a specialist Highlandwear retail firm.","Other","Brian Halley for Slanj","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3986.htm"
"3987","Lanarkshire, South","Lanarkshire, South 2830","District Tartan","Other","Designer and Copyright Holder Donald S. Smith, Heraldic Graphics","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3987.htm"
"3988","Webb","Webb 2829","Restricted for use by Clyde Webb's, family and their descendants","Other","Clyde Webb","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3988.htm"
"3989","Hydesville Tower","Hydesville Tower 2828","Produced for an English school's uniform whose owners are Scots","Other","Christine Woolmer - Tyler","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3989.htm"
"3990","Buckie","Buckie 2827","Created by B.M. Highlander Kiltmakers as a District tartan which was supported by the councillors of Buckie. It is under the Design Act Registration No: 603145.","Other","Scott Millsom","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=3990.htm"
"4000","Jong Nederland Born Union","Jong Nederland Born Union dress 2825","Geoffrey (Tailor) Highland Crafts Limited.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4000.htm"
"4001","International Police Association","International Police Association 2824","The Association is for general networking and liaison between Policemen internationally.","Association","Geoffrey (Tailor) Highland Crafts Limited.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4001.htm"
"4002","AON","AON 2823","Founded in 1680 this insurance firm from Glasgow has offices in over 120 countrie across the world.","Other","Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4002.htm"
"4003","Baptist Union of Scotland","Baptist Union of Scotland 2821","Specifically designed for the Baptist Church","Other","Claire Donaldson for House of Edgar (Woollens) Ltd","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4003.htm"
"4004","Greig","Greig 2820","Designed for Greig Associates of Tampa, Florida, USA by Ian S. Greig to whom the intellectual rights were made over circa May 2004. This was after Greig and Associates were incorporated with Lonmay","Other","Ian S. Greig from Tampa Bay Florida","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4004.htm"
"4005","Saltcoats","Saltcoats 2819","Produed in conjunction with Baxters Jewellers Saltcoats.","Other","Messrs Ronnie Hek","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4005.htm"
"4006","Java Saint Andrews Society","Java Saint Andrew Society hunting 2818","Tartan designed by House of Edgar for the St. Andrews Society in Jakarta. A colour change on the dress tartan for their Highland Games. See STWR No:-2721","Other","Erica Randall for House of Edgar (Woollens) Ltd","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4006.htm"
"4007","Gilt Edge","Gilt Edge 2817","Used in Furnishings","Other","House of Edgar Woollens Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4007.htm"
"4008","Pringle","Pringle 2816","This tartan was found in William H. Johnston and Philip D. Smith Jr's ""Tartans"" published C.1999. The Register knows little about it. It is not clear that the WHITE pivot is 2 or 4 threads.","Other","Source William H. Johnston anD Philip D. Smith Jr.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4008.htm"
"4009","Leiato","Leiato of America Samoa 2815","Created for the sole use of the Leiato family of Samoa.","Other","Donald S. Smith, Heraldic Graphics.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4009.htm"
"4010","Dempster","Dempster 2814","Restricted to use by one family. Details from the House of Edgar","Other","Claire Donaldson for House of Edgar (Woollens) Ltd","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4010.htm"
"4011","Meoni","Meoni 2813","Created for a wedding but as a family restricted tartan.","Other","House of Edgar Woollens Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4011.htm"
"4012","Alba","Alba 2812","Alba is a retail business involve in Highland Dress. This tartan is to be use in its business.","Other","House of Edgar Woollens Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4012.htm"
"4013","Salem Scottish Dancer's Wee Bluet","Salem Scottish Dancer's Wee Bluet 2811","Created for a Highland Dance group founded by a Sally Dee in the Boston Area Massachusetts USA circa, 1974","Other","House of Edgar Woollens Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4013.htm"
"4014","Scotland 1782","Scotland 1782 2810","Created for the company, R. and I. Macdonald, for use in the fashion business. The name commemorates the ending of the 1746 Proscription Act that banned the use of Highland Dress and tartan until 1782.","Other","House of Edgar Woollens Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4014.htm"
"4040","Cornish Christophers","Cornish, Christophers 2809","Restricted to Paul Christopher of Helston Cornwall's family. The close association of the tartan to that of the Cornish National and the St Piran tartan is there because of the Christopher's family connection to that area.","Other","Paul Christophers","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4040.htm"
"4041","Watson - Kirby","Watson - Kirby 2808","A restricted family tartan","Other","Albian Highland","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4041.htm"
"4042","Svanholm","Svanholm 2807","Restricted to the Svanholm family from Sweden","Other","Don S. Smith, Heraldic Graphics","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4042.htm"
"4043","Dyer","Dyer 2806","Created for family whose origins in Scotland come from Dumfries in the 13th century but is not restricted so can be used by any with the name.","Other","Don S. Smith, Heraldic Graphics","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4043.htm"
"4044","Wheadon","Wheadon 2805","Created for a wedding in America to show family pride. The use is not controlled so can be used by any with the name.","Other","Dave Wheadon and Mike Kowalski","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4044.htm"
"4045","Steiff","Steiff 2804","Made specifically for the clothing of Teddy Bears.","Other","Messrs. Ronnie Hek for Margarete Steiff","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4045.htm"
"4046","Open Championship","Open Championship, The 2803","Created by the Royal and Ancient Golf Club to assist in the promotion of 'The Open Championship' worldwide.","Other","Copyright:- Royal and Ancient Golf Club","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4046.htm"
"4047","Rutledge","Rutledge 2802","For use for anyone with the name in the various spellings. Heraldic Graphics produced the design for Richard A. Rutledge of Fraser, Michigan USA.","Other","Don S. Smith, Heraldic Graphics, for Richard A. Rutledge from Fraser, Michigan, USA","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4047.htm"
"4048","Laing","Laing 2801","Proposed by Daniel H. Laing, USA, on behalf of the Clan Laing Society from a tartan use by settlers before 1770. A sample was found in a grave of a George Henry Laing who died in Texas in 1853. Laing of Colington as chief has endorsed this tartan as the Clan/Family tartan","Other","Source : Daniel H. Laing","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4048.htm"
"4049","MacAuliffe/McAuliffe","MacAuliffe / McAucliffe 2839","Created for those with the name.","Other","Tartan Administration for Tartan Web","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4049.htm"
"4050","Portmeirion","Portmeirion 2842","Produced for Portmeirion Group PLC. a pottery company based in Stoke -on-Trent The sett from the original sample has been reduced by 50% for display purposes.","Other","Portmeirion Group Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4050.htm"
"4051","DeWolfe","DeWolfe 2841","DeWolfe Companies Inc. are Real Estateand Removals organisations.","Other","DeWolfe Companies Inc.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4051.htm"
"4052","Gemmell","Gemmell 2843","Thomas K. Gemmell is the proposer of this tartan The red and white over stripe is to represent the Military Medal awarded to his father in November 1944. The tartan may be worn by any one of the Gemmell ilk regardless of spelling. It is registered under the Design Act No: 603177 at this date 13/09/01","Other","Peter MacDonald from Crieff","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4052.htm"
"4053","Justus black and gold (Angus)","Justus black and gold (Angus) 2732","Sample was roughly 9tpi in weave. This display has been doubled up to increase its size","Other","Christopher Carlisle Justus","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4053.htm"
"4054","Justus check","Justus check 2733","Sample was roughly 9tpi so this display as been increased.","Other","Christopher Carlisle Justus","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4054.htm"
"4055","Churchill","Churchill 2720","For use by all with the name Churchill but with by prior arrangement with Mr I.J. Churchill.","Other","Don S. Smith, Heraldic Graphics","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4055.htm"
"4058","Killin","Killin 2739","For anyone with the name. This is not a District Tartan","Other","Robert Killin","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4058.htm"
"4059","Currie, of Balilone (Variant Franklin)","Currie, of Balilone (Variant Franklin) 2728","From an artefact held at the Scottish Tartans Society Museum Franklin Currie of Balilone TS778 DG24 W2 DG4 W4 DG4 W2 DG24 W2 DG4 DY4 G4 K2 G48 This Franklin Sample K12 W2 K4 W4 K4 W2 K24 W2 K4 Y4 G4 K2 G60 In both cases ends are pivots and full counts.","Other","Ann Landin Shepherds Plaide, Siller City, NC. USA","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4059.htm"
"4060","Arkansas","Arkansas 2737","There is a second Arkansas tartan produced at the same time but by a different designer. See STWR No: 2678","Other","Jason Nickerson","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4060.htm"
"4061","Queensferry","Queensferry 2736","Copyright held by Paul Hart of Clan Albanach Kiltmakers.","Other","Paul Hart of Clan Albanach Kiltmakers","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4061.htm"
"4062","Madewell","Madewell 2735","For anyone with the name","Other","Donald S. Smith, Heraldic Graphics.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4062.htm"
"4063","Clanton","Clanton 2734","A restricted family tartan.","Other","David and Virginia Clanton","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4063.htm"
"4064","Tartan Tangerine","Tartan Tangerine 2731","Copyright restricted to Tartan Tangerine Limited.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4064.htm"
"4065","Black Gold","Black Gold 2730","Designed for the wedding of Andy Grieve, Managing Directer of Top Management Limited. For the Oil and Gas industry in general but mainly Aberdeen.","Other","Andy Grieve","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4065.htm"
"4066","Alberta dress","Alberta dress 2729","This tartan has been recognized as an official emblem of Alberta by the Emblems of Alberta Amendment Act, 1st July 2000.","Dress","The Scottish Tartans Society","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4066.htm"
"4067","Buchanan variant","Buchanan variant 2728","Sample was originally from Wemys Furnishing Company in Ancient or Reproduction shades","Other","John Bryant, Overstone Development Ltd.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4067.htm"
"4068","Willox","Willox 2727","Based in part of Aberdeen District with five colours.","Other","Allan J. Willox","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4068.htm"
"4069","European","European 2726","David MacGill for International Tartans","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4069.htm"
"4070","Calgary, Unuverity of","Calgary, University of 2725","This tartan is the official unversity tartan also used by their pipe band. This is a thread count taken from a hand woven sample and so has odd/uneven thread numbers.","Other","James Odell","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4070.htm"
"4071","Ibrox District","Ibrox District 2724","Geoffrey (Tailor) Highland Crafts Ltd.","District","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4071.htm"
"4072","Groen","Groen 2723","Designed for R.H. Groen van Abtsdale who is Lieutenant to the Captain of the Clan Ranald.","Other","R.H. Groen Van Abtsdale","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4072.htm"
"4082","Connecticut","Connecticut 2671","Official State tartan passed by the Legislature under Governor Rowland 22nd May1995.","Other","Brent A. Maynard, Kathleen Swope, Noel Alexis.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4082.htm"
"4083","Lethbridge, City of","Lethbridge, City of 2672","Produced for the millennium District celebrations in the year 2000. This design had nine colours in the originally but was reduced to seven as in this sample.","City","Lethbridge Handicraft Guild.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4083.htm"
"4084","Ainslie","Ainslie 2673","A sample of this tartan was in the Society's files in the early 80s seen by Dr Philip Smith Jr. It is not present now or when Dr Gordon Teall of Teallach designed the Ainslie TS2187 in 1992","Other","Source Dr Philip Smith Jr","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4084.htm"
"4085","Crane of Cluny","Crane of Cluny 2674","Tartan to be controlled by the Baron of Cluny","Other","Scottish Tartans Society for the Baron of Cluny","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4085.htm"
"4086","Rainbow","Rainbow 2 2675","The success of Rainbow TS2647 demanded that a tartan was created that was more functional for kilt wear.","Other","Messrs. Ronnie Hek","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4086.htm"
"4087","Massachusetts","Massachusetts 2676","Not passed officially as the State Tartan. Originally the tartan was produced in Blue rather than Purple.","Other","Source Dr Philip D. Smith Jr","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4087.htm"
"4088","Ochterlonie","Ochterlonie 2677","D.C. Dalgliesh wove this from a thread count worked from the TECA computer program","Other","D.C.Dalgliesh","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4088.htm"
"4089","Manx Heritage","Manx Heritage 2679","Produced by the Manx Museum in 1998 as a commemorative and promotional tartan.","Other","Manx Museum","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4089.htm"
"4090","Glasgow, University of","Glasgow, University of 2680","The official livery and promotional University Tartan","University","Geoffrey (Tailor) Highland Crafts Ltd","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4090.htm"
"4091","Orkney","Orkney 2681","This is the first tartan for the Orkneys who have always considered themselve above the 'Tartan Belt'!","Other","Messrs Ronnie Hek","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4091.htm"
"4093","Barnaby Brown Pibroch","Barnaby Brown Pibroch 2683","A tartan for Barnaby Brown to perform in. He specialises in Pibroch having made a special study of it at University. He lives on Skye teaching Pibroch professionally.","Other","Donald Fraser Weaver","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4093.htm"
"4094","macMedic","MacMedic 2684","Worn at the First Aid Post at the Stone Mountain Games USA","Other","Stephanie Fox","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4094.htm"
"4095","Hannigan of Dirleton","Hannigan of Dirleton 2685","For Patrick Hannigan of Dirleton","Other","Scottish Tartans Society for Hannigan of Dirleton","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4095.htm"
"4096","Stirling","Stirling 2686","A promotional tartan for the Stirling Millennium year arranged by Stewart Russell a researcher at Stirling Council. The tartan was designed by Annie Stewart of 'Anta Scotland'. Who owns the copy right is uncertain. The colours are to represent the naturlly growing flowers of the area","Other","Annie Stewart, Anta Scotland","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4096.htm"
"4097","St Andrews International Golf Club","St Andrews International Golf Club 2687","A promotional and livery tartan for an organisation creating a new golf club at St Andrews. This tartan has not been used as the planning permission was never agreed for the club's building.","Club","Tartan Administration for St Andrews Int.Golf Club","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4097.htm"
"4098","Boroughmuir","Boroughmuir 2688","A promotional and livery tartan for this Edinburgh Rugby Club.","Other","David McGill for International Tartans","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4098.htm"
"4099","Wacker","Wacker 2689","For anyone with the name.","Other","Robin Birch for Connell Reid Kiltmaker","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4099.htm"
"4100","Diaspora","Diaspora 2690","A design for a clothing supplier.","Other","Gillian Kirkwood of House of Edgar (Woollens) Ltd.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4100.htm"
"4101","MacGlashan","MacGlashan 2691","A swatch was seen by the Scottish Tartan Society in 1976. The thread count record was mislaid but is now provided with an image in 'Tartans' by B.William Johnston and Dr Philip D. Smith Jr","Other","Tartans - B.William Johnston, Dr Philip D.Smith Jr","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4101.htm"
"4102","Gyle","Gyle 2692","The Gyle is a shopping center on the out skirts of Edinburgh. This design was created by 8yro Heather Nisbet for use at the centre.","Other","Heather Nisbet","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4102.htm"
"4103","MacGiboney / MacGibboney","MacGiboney / MacGibboney 2693","A Scottish family that moved to the USA via Ireland in the 1760s. It is found in Pennsylvania, North Carolina, and Highlands of Tennessee. The tartan may be used by any with the name however spelt.","Other","Don Smith of Heraldic Graphics","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4103.htm"
"4104","Aberdeen FC","Aberdeen FC 2694","A new Aberdeen FC. tartan. The last one (TS2057) was not popular and had copyright complications","Other","McCalls of Aberdeen","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4104.htm"
"4105","Barbie's Plaid","Barbie's Plaid 2695","A Plaid found wrapped round the body of Barbie (surname not known), a lady who committed suicide through the loss of her lover in the Napolionic Wars. She had been buried in a peat hagg and was exhumed in the 1990s. This appears to be the same tartan as TS630 'Undientified, Plaid Barbies Moss' but with much better thread count, since it has been directly taken from sample. Colours are only approximate here","Plaid","From sample taken by Donald Fraser Weaver","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4105.htm"
"4106","KaDeWe","KaDeWe 2696","Kaufhaus Des Westes is a large Berlin store who during 1989 and the Glasgow mission there had this tartan designed from a plastic bag found at the Glasgow Airport. Donald Fraser (weaver) wove it for them in store where it was given the store's abreviated name 'KaDeWe'. This name was on carrier bags in the store.","Other","Source Donald Fraser (weaver)","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4106.htm"
"4107","MacIver hunting","MacIver hunting 2697","Tartan worn in 1998 by Ian MacIver Chairman of the MacIver Society. The sett was found on the West coast of Scotland. It avoids the confusion with the MacArthur hunting TS1100","Hunting","MacIver Society","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4107.htm"
"4108","Unidentified from Winnipeg","Unidentified from Winnipeg 2698","Thought to be a Canadian trade tartan from where the sample came.","Other","Presented to Scottish Tartan Society November 1999","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4108.htm"
"4109","World Federation of Building Contractors","World Federation of Building Contractors 2699","Livery and Promotional Tartan","Other","Claire Donaldson of House of Edgar (Woollens) Ltd.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4109.htm"
"4110","Queen Mary, RMS","Queen Mary, RMS 2700","For the famous Royal Mail Ship/Liner (RMS) preserved at Long Beach California. The ship acts as a center for Scottish Festivals, Games etc..","Other","Victoria Chamberlin","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4110.htm"
"4112","Scottish Chieftain","Scottish Chieftain 2710","Universal Tartan for a promotional website.","Other","Tartan Administartion (KGAL)","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4112.htm"
"4113","Dorris","Dorris 2711","General name tartan.","Other","Claire Donaldson for House of Edgar Woollen Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4113.htm"
"4114","Loch Lomond","Loch Lomond 2712","Trade/District Tartan","Other","David MacGill for International Tartans","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4114.htm"
"4115","Celts, The Tartan of","Celts, The Tartan of 2713","Universal Tartan","Other","Messrs. Ronnie Hek","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4115.htm"
"4116","Royal Warrant Holder's","Royal Warrant Holder's 2714","For the Royal Warrant Holder's Association. Created in Douglas Kinloch Anderson's presidential year. It was originally printed on table linen but has been woven.","Other","Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4116.htm"
